age,body_type,diet,drinks,drugs,education,ethnicity,height,income,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status,job
18,athletic,anything,not at all,never,working on high school,"hispanic / latin, white",65,,"daly city, california",doesn&rsquo;t have kids,straight,has dogs,christianity,m,scorpio,no,english,single,student
31,athletic,mostly anything,socially,never,graduated from college/university,white,67,,"san francisco, california",,straight,,catholicism,f,taurus but it doesn&rsquo;t matter,no,english,single,non_stem
32,,,socially,sometimes,graduated from college/university,hispanic / latin,69,,"san francisco, california",,straight,likes dogs and likes cats,catholicism but not too serious about it,m,capricorn but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently), esperanto (poorly)",single,non_stem
28,fit,anything,socially,never,graduated from college/university,,68,,"san francisco, california",might want kids,gay,,,m,capricorn,no,"english, vietnamese",single,non_stem
26,average,anything,socially,never,graduated from masters program,white,64,,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,,f,sagittarius but it doesn&rsquo;t matter,no,english,single,non_stem
23,fit,mostly anything,socially,,working on two-year college,white,72,,"redwood city, california",,straight,likes dogs and has cats,atheism but not too serious about it,m,cancer and it&rsquo;s fun to think about,when drinking,"english (fluently), spanish (poorly)",single,non_stem
31,athletic,,rarely,never,graduated from college/university,asian,67,,"san francisco, california",doesn&rsquo;t have kids,straight,,,m,,no,english,single,stem
29,athletic,,socially,never,graduated from masters program,black,73,,"oakland, california",,straight,likes dogs,,m,scorpio,no,english,single,non_stem
32,average,vegan,socially,never,graduated from college/university,"indian, other",70,1000000,"emeryville, california",doesn&rsquo;t have kids,straight,has dogs,atheism and laughing about it,m,libra,trying to quit,"english (fluently), chinese (fluently), hindi (fluently), french (fluently), swedish (okay)",single,non_stem
28,a little extra,,socially,never,graduated from college/university,hispanic / latin,73,60000,"vallejo, california",doesn&rsquo;t want kids,straight,likes dogs and has cats,agnosticism but not too serious about it,m,pisces but it doesn&rsquo;t matter,no,english (fluently),single,stem
43,average,,socially,never,graduated from masters program,white,65,,"san francisco, california",,straight,has dogs and has cats,catholicism but not too serious about it,f,taurus but it doesn&rsquo;t matter,no,english,single,non_stem
45,average,mostly vegetarian,socially,never,graduated from college/university,hispanic / latin,69,,"san francisco, california",doesn&rsquo;t have kids,straight,,other,m,libra and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently)",single,non_stem
26,average,,socially,never,,"asian, white",67,,"san mateo, california",,gay,likes dogs,catholicism but not too serious about it,f,taurus and it&rsquo;s fun to think about,no,english,single,non_stem
63,fit,,socially,never,graduated from law school,black,68,,"san francisco, california",,gay,likes dogs and likes cats,catholicism,m,cancer,no,"english (fluently), french (okay)",single,non_stem
28,a little extra,mostly anything,socially,never,graduated from college/university,hispanic / latin,74,70000,"berkeley, california",,gay,likes dogs and dislikes cats,buddhism but not too serious about it,m,cancer but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)",single,stem
21,,,rarely,sometimes,dropped out of space camp,white,88,,"san francisco, california",,straight,dislikes dogs and likes cats,agnosticism and laughing about it,m,cancer and it matters a lot,no,english (poorly),married,stem
30,average,mostly vegetarian,rarely,never,graduated from masters program,"native american, white, other",73,30000,"half moon bay, california","doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,likes dogs and likes cats,agnosticism but not too serious about it,m,scorpio and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly), french (poorly), sanskrit (poorly)",single,stem
26,fit,,often,never,graduated from college/university,white,74,,"san francisco, california",,straight,has dogs and likes cats,agnosticism,m,scorpio and it&rsquo;s fun to think about,no,"english (fluently), latin (okay), french (poorly), spanish (poorly)",single,non_stem
25,average,strictly anything,socially,,graduated from college/university,white,71,60000,"redwood city, california",,straight,likes dogs and likes cats,agnosticism and laughing about it,m,capricorn,trying to quit,"english (fluently), french (poorly), spanish (poorly), c++ (okay), lisp (okay)",single,stem
27,athletic,anything,rarely,never,graduated from college/university,white,73,,"san francisco, california",doesn&rsquo;t have kids,straight,,judaism,m,,no,english,single,non_stem
29,fit,strictly anything,often,never,dropped out of two-year college,white,68,40000,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,,m,taurus,when drinking,"english, spanish (poorly)",single,non_stem
25,a little extra,mostly anything,socially,never,dropped out of college/university,black,67,,"san leandro, california",,straight,likes dogs and likes cats,christianity but not too serious about it,f,taurus and it&rsquo;s fun to think about,no,english,single,non_stem
23,average,,socially,sometimes,working on two-year college,"hispanic / latin, white",67,,"richmond, california",,straight,has dogs and likes cats,atheism but not too serious about it,m,taurus but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay), c++ (okay), lisp (okay)",single,student
39,fit,,socially,,graduated from law school,white,62,,"san francisco, california",,straight,likes dogs and has cats,,f,cancer,,"english (fluently), russian (fluently)",single,non_stem
23,athletic,anything,socially,never,graduated from college/university,white,75,,"san francisco, california",,straight,,catholicism,m,,no,english,single,non_stem
28,athletic,,socially,never,working on masters program,white,60,,"stanford, california",,straight,likes dogs,agnosticism and laughing about it,f,pisces but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)",single,student
58,athletic,strictly anything,often,never,graduated from college/university,black,75,,"oakland, california","has kids, but doesn&rsquo;t want more",straight,likes dogs and likes cats,other but not too serious about it,m,scorpio and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
43,average,mostly anything,socially,never,graduated from college/university,white,65,50000,"walnut creek, california",doesn&rsquo;t have kids,straight,likes dogs and dislikes cats,other,f,cancer but it doesn&rsquo;t matter,no,english,single,non_stem
68,fit,mostly other,socially,,graduated from ph.d program,white,64,150000,"san francisco, california",has kids,straight,likes cats,other,f,capricorn but it doesn&rsquo;t matter,no,"english (fluently), german (poorly)",single,non_stem
27,a little extra,strictly anything,socially,never,graduated from college/university,"asian, pacific islander",67,40000,"san francisco, california",,straight,likes dogs,,m,libra but it doesn&rsquo;t matter,no,english (fluently),single,non_stem
36,athletic,mostly anything,socially,never,working on college/university,white,74,,"san francisco, california",,gay,likes dogs and likes cats,christianity but not too serious about it,m,pisces but it doesn&rsquo;t matter,sometimes,"english, serbian (fluently), spanish (poorly)",single,non_stem
39,athletic,,socially,,working on masters program,"asian, middle eastern, black, native american, indian, pacific islander, hispanic / latin, white, other",68,,"oakland, california",has kids,straight,likes dogs and likes cats,other and laughing about it,m,taurus and it&rsquo;s fun to think about,when drinking,english (fluently),single,non_stem
28,athletic,mostly anything,rarely,never,graduated from college/university,asian,70,,"alameda, california",,straight,has dogs and dislikes cats,catholicism and laughing about it,m,scorpio and it&rsquo;s fun to think about,no,"english (fluently), tagalog (fluently), spanish (okay), japanese (poorly)",single,non_stem
28,fit,strictly anything,socially,never,graduated from college/university,,74,,"san francisco, california",,straight,,buddhism and laughing about it,m,gemini,no,"english (fluently), french (poorly), german (poorly)",single,non_stem
32,athletic,anything,socially,never,graduated from college/university,white,72,40000,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,,,m,gemini,when drinking,"english, english",single,non_stem
23,,mostly anything,socially,,working on college/university,white,74,,"rodeo, california",,straight,has dogs and has cats,,m,,no,english,single,student
34,athletic,,socially,never,,hispanic / latin,73,,"castro valley, california",,straight,has dogs and has cats,,m,aries,no,"english, japanese (okay), spanish (okay)",single,non_stem
46,jacked,,often,never,graduated from college/university,white,75,,"san francisco, california",doesn&rsquo;t want kids,straight,likes dogs,other and laughing about it,m,aquarius and it&rsquo;s fun to think about,no,"english (fluently), german (poorly)",single,non_stem
46,fit,mostly anything,socially,,graduated from college/university,,71,,"oakland, california",has a kid,straight,has dogs and likes cats,agnosticism but not too serious about it,m,scorpio but it doesn&rsquo;t matter,no,english (fluently),single,non_stem
34,athletic,,socially,never,graduated from masters program,white,72,,"san francisco, california",,straight,,atheism,m,,no,english (fluently),single,non_stem
45,fit,mostly anything,socially,,,other,65,,"san francisco, california",has kids,straight,has cats,other,f,cancer,,"english (fluently), spanish (okay)",single,non_stem
22,fit,mostly vegetarian,socially,sometimes,graduated from masters program,,68,,"menlo park, california","doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,likes dogs,agnosticism and very serious about it,m,aquarius and it&rsquo;s fun to think about,when drinking,"english (fluently), hindi (fluently)",single,non_stem
37,athletic,mostly anything,rarely,never,dropped out of ph.d program,indian,67,,"san francisco, california",doesn&rsquo;t have kids,straight,,agnosticism,m,pisces but it doesn&rsquo;t matter,no,"english, hindi",single,stem
22,average,mostly anything,socially,never,working on college/university,hispanic / latin,69,,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,,m,virgo but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently), french (poorly)",single,student
37,average,,often,never,working on college/university,black,72,,"san francisco, california",has kids,straight,,atheism and laughing about it,m,pisces and it&rsquo;s fun to think about,no,"english (okay), french (poorly)",single,non_stem
31,fit,mostly kosher,socially,never,working on two-year college,hispanic / latin,71,,"benicia, california","has a kid, and might want more",straight,has cats,christianity and very serious about it,m,libra and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single,non_stem
29,curvy,strictly vegan,socially,never,working on ph.d program,white,65,,"san francisco, california",,bisexual,has dogs and has cats,christianity and somewhat serious about it,f,gemini and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
42,athletic,strictly anything,socially,never,graduated from college/university,white,76,,"burlingame, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,christianity,m,scorpio,no,"english (fluently), russian (fluently), french (okay)",single,non_stem
34,skinny,strictly anything,socially,sometimes,graduated from college/university,white,63,,"oakland, california",,straight,likes dogs and has cats,,f,,trying to quit,english,single,non_stem
36,average,,often,never,graduated from college/university,asian,67,,"san francisco, california",,straight,,catholicism but not too serious about it,m,leo but it doesn&rsquo;t matter,no,"english (fluently), chinese (poorly), french (poorly)",seeing someone,non_stem
26,athletic,,socially,never,graduated from college/university,white,71,80000,"san francisco, california",,straight,,catholicism,m,libra and it&rsquo;s fun to think about,no,english,single,non_stem
23,average,mostly anything,often,sometimes,graduated from college/university,white,68,,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs,other and laughing about it,f,libra but it doesn&rsquo;t matter,no,english,single,non_stem
40,athletic,,,never,graduated from college/university,white,68,,"san francisco, california",,straight,likes dogs and has cats,christianity but not too serious about it,m,capricorn but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay), italian (poorly)",single,non_stem
30,curvy,,socially,never,graduated from college/university,"black, white",63,,"vallejo, california",has a kid,straight,,christianity,f,capricorn and it&rsquo;s fun to think about,no,english,single,non_stem
38,athletic,mostly anything,socially,,graduated from space camp,white,72,,"vallejo, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,other but not too serious about it,m,cancer and it&rsquo;s fun to think about,,"english (fluently), spanish (okay)",single,non_stem
27,athletic,mostly anything,often,never,graduated from college/university,white,70,,"san francisco, california",,straight,,christianity and laughing about it,m,taurus,when drinking,english,single,non_stem
32,curvy,strictly vegan,not at all,never,graduated from college/university,white,65,30000,"berkeley, california",,straight,likes cats,buddhism but not too serious about it,f,libra and it&rsquo;s fun to think about,no,english,single,non_stem
23,athletic,mostly anything,socially,,graduated from college/university,white,69,,"san francisco, california",doesn&rsquo;t have kids,straight,likes cats,,m,aries but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly), c++ (okay)",single,stem
34,athletic,strictly anything,socially,,graduated from masters program,white,67,,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs,,m,,no,"english (fluently), spanish (poorly)",single,non_stem
45,average,strictly anything,socially,,working on space camp,white,71,,"san francisco, california",has a kid,straight,likes dogs and likes cats,judaism but not too serious about it,m,libra and it&rsquo;s fun to think about,trying to quit,english (fluently),single,non_stem
22,thin,strictly anything,socially,,working on two-year college,white,74,,"oakland, california",doesn&rsquo;t have kids,bisexual,likes dogs and likes cats,,m,virgo and it&rsquo;s fun to think about,no,"english (fluently), french (poorly)",single,non_stem
20,fit,strictly anything,rarely,never,working on college/university,asian,69,,"san francisco, california",,straight,likes dogs,,m,aquarius but it doesn&rsquo;t matter,no,"english, french, vietnamese",single,student
51,athletic,anything,socially,never,graduated from college/university,white,66,,"redwood city, california",,straight,likes dogs and likes cats,judaism and laughing about it,m,pisces but it doesn&rsquo;t matter,no,english (fluently),single,non_stem
36,,,not at all,never,,,73,,"redwood city, california",has a kid,straight,,other and laughing about it,m,,no,english,single,non_stem
27,used up,mostly anything,socially,sometimes,graduated from college/university,asian,68,60000,"oakland, california",,straight,likes dogs and likes cats,agnosticism and laughing about it,m,taurus and it&rsquo;s fun to think about,no,"english (fluently), chinese (poorly), spanish (poorly)",single,non_stem
57,thin,other,socially,never,graduated from college/university,white,59,,"oakland, california",doesn&rsquo;t want kids,straight,likes dogs and likes cats,other,f,aries and it&rsquo;s fun to think about,no,"english (fluently), french (fluently), italian (okay)",single,non_stem
23,skinny,strictly anything,often,never,working on college/university,white,73,,"san francisco, california",,straight,,,m,,no,"english (fluently), dutch (fluently)",single,non_stem
57,average,anything,socially,sometimes,graduated from college/university,white,72,20000,"san pablo, california",has a kid,straight,likes dogs and has cats,atheism but not too serious about it,m,gemini and it&rsquo;s fun to think about,no,english,single,non_stem
30,average,anything,socially,never,graduated from college/university,white,67,,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and has cats,catholicism and laughing about it,f,aries and it&rsquo;s fun to think about,sometimes,"english (fluently), spanish (poorly)",single,non_stem
44,fit,mostly vegetarian,socially,,graduated from college/university,,67,,"oakland, california",has a kid,straight,likes dogs and likes cats,,f,cancer and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",single,non_stem
26,curvy,anything,socially,never,graduated from college/university,indian,64,,"berkeley, california",,straight,likes dogs,hinduism but not too serious about it,f,pisces and it&rsquo;s fun to think about,no,"english, bengali, spanish",single,non_stem
26,average,mostly anything,socially,,graduated from college/university,asian,64,,"san francisco, california",,straight,likes dogs and likes cats,agnosticism,f,leo and it&rsquo;s fun to think about,no,english,single,non_stem
32,average,,socially,,graduated from two-year college,white,76,,"san francisco, california",,straight,likes dogs and likes cats,other,m,aries and it&rsquo;s fun to think about,when drinking,"english, c++",single,non_stem
40,athletic,,socially,never,graduated from two-year college,,70,100000,"san francisco, california","has a kid, and might want more",straight,,christianity,m,capricorn and it&rsquo;s fun to think about,no,english,married,non_stem
28,average,strictly anything,often,sometimes,working on law school,white,72,,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs,atheism and very serious about it,m,aquarius and it&rsquo;s fun to think about,sometimes,"english (fluently), spanish (okay)",single,non_stem
39,fit,mostly anything,socially,never,graduated from masters program,indian,64,,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,,f,aquarius and it&rsquo;s fun to think about,,english (fluently),single,stem
27,curvy,,often,sometimes,working on college/university,white,63,20000,"emeryville, california",,straight,likes dogs and has cats,judaism and laughing about it,f,leo,sometimes,english,single,non_stem
30,fit,mostly vegetarian,socially,sometimes,graduated from college/university,,70,,"san francisco, california",doesn&rsquo;t want kids,straight,has dogs and likes cats,,m,gemini and it&rsquo;s fun to think about,no,"english (fluently), french (okay), spanish (poorly)",available,non_stem
60,a little extra,,socially,never,graduated from ph.d program,hispanic / latin,63,,"san francisco, california",,gay,has dogs,agnosticism and laughing about it,f,pisces and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), portuguese (fluently)",single,non_stem
26,fit,mostly anything,socially,sometimes,graduated from college/university,white,73,,"belmont, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,,m,scorpio and it&rsquo;s fun to think about,no,"english (fluently), german (poorly)",single,non_stem
67,a little extra,mostly anything,rarely,never,graduated from ph.d program,white,65,70000,"berkeley, california",,gay,,buddhism and very serious about it,f,capricorn but it doesn&rsquo;t matter,no,"english (fluently), french (poorly), spanish (poorly), catalan (poorly)",single,non_stem
28,,mostly anything,socially,never,college/university,white,72,,"emeryville, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,atheism and laughing about it,m,,no,"english, french (poorly), c++ (fluently)",single,non_stem
32,athletic,anything,socially,never,graduated from masters program,white,67,,"emeryville, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and has cats,,f,virgo,no,english,single,non_stem
40,athletic,,socially,never,graduated from ph.d program,,69,,"san francisco, california",doesn&rsquo;t have kids,straight,,,f,pisces but it doesn&rsquo;t matter,no,"english (fluently), french (fluently), italian (fluently), greek (fluently), german (okay)",single,stem
23,thin,,socially,never,graduated from college/university,white,71,,"menlo park, california",,straight,likes cats,atheism,m,,no,english,single,stem
20,a little extra,mostly anything,not at all,never,graduated from high school,asian,71,20000,"fremont, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,,m,cancer and it&rsquo;s fun to think about,no,english (fluently),single,student
42,average,mostly anything,socially,never,graduated from ph.d program,hispanic / latin,70,500000,"el cerrito, california","has kids, but doesn&rsquo;t want more",straight,,buddhism but not too serious about it,m,gemini but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",single,non_stem
24,thin,mostly anything,socially,sometimes,working on college/university,"white, other",66,,"castro valley, california",has a kid,straight,likes dogs and likes cats,other,f,capricorn and it&rsquo;s fun to think about,no,"english (fluently), french (poorly)",single,non_stem
34,jacked,,socially,,graduated from college/university,white,68,,"berkeley, california",,straight,likes dogs,judaism,m,libra but it doesn&rsquo;t matter,no,"english, spanish, hebrew (fluently)",single,non_stem
29,athletic,anything,socially,,graduated from college/university,white,72,,"san francisco, california",,straight,,,m,,no,english,single,stem
30,average,,socially,never,graduated from masters program,asian,63,,"mountain view, california",,straight,likes dogs,agnosticism,f,virgo,no,english,single,non_stem
33,fit,vegetarian,socially,never,working on two-year college,black,69,,"berkeley, california",,straight,,other,f,taurus and it&rsquo;s fun to think about,no,"english (fluently), other (fluently), spanish (okay)",single,non_stem
34,athletic,strictly anything,socially,never,graduated from college/university,white,68,,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,,f,leo,no,"english (fluently), swedish (fluently)",single,stem
23,thin,,socially,never,working on college/university,asian,72,500000,"stanford, california",,straight,,other,m,libra but it doesn&rsquo;t matter,no,"english, chinese, c++ (fluently), latin (poorly), lisp (okay)",single,student
41,athletic,strictly vegetarian,not at all,never,graduated from college/university,white,68,,"san francisco, california",has a kid,gay,likes dogs and likes cats,other and laughing about it,m,aquarius but it doesn&rsquo;t matter,no,english,single,non_stem
25,fit,strictly anything,socially,never,graduated from masters program,white,75,100000,"san francisco, california",,straight,likes dogs and likes cats,,m,leo,no,"english, spanish",single,non_stem
56,average,mostly anything,socially,never,graduated from masters program,white,65,,"half moon bay, california",has a kid,straight,,agnosticism,f,scorpio,no,english,single,non_stem
31,average,,not at all,never,graduated from masters program,white,70,,"san francisco, california",,straight,likes dogs,other,f,virgo and it&rsquo;s fun to think about,no,english,single,non_stem
24,athletic,mostly anything,socially,never,working on law school,asian,66,,"redwood city, california",doesn&rsquo;t have kids,straight,likes dogs,agnosticism,m,,no,english,single,student
46,,mostly anything,socially,never,,,68,,"berkeley, california",has a kid,straight,likes dogs and likes cats,,m,capricorn but it doesn&rsquo;t matter,,english,single,non_stem
64,fit,mostly other,socially,never,graduated from masters program,white,66,,"berkeley, california",,straight,,other but not too serious about it,m,libra and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",single,non_stem
37,fit,,socially,,graduated from masters program,,70,,"san francisco, california",,straight,likes dogs,atheism,m,pisces,no,"english (fluently), french (fluently)",single,non_stem
28,,,socially,never,,,64,,"berkeley, california",,straight,,,f,pisces,no,english,single,student
31,average,mostly anything,rarely,never,graduated from college/university,white,70,100000,"oakland, california","doesn&rsquo;t have kids, but might want them",straight,has dogs and likes cats,other and laughing about it,m,aquarius but it doesn&rsquo;t matter,sometimes,english,single,non_stem
25,jacked,,socially,never,working on law school,white,60,,"san francisco, california",doesn&rsquo;t have kids,straight,has dogs and dislikes cats,,f,virgo,no,english,single,student
23,a little extra,,socially,never,working on college/university,other,70,,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and has cats,,m,scorpio,no,english (fluently),single,student
29,fit,,socially,sometimes,graduated from college/university,white,66,50000,"san leandro, california",,straight,,other,m,,no,english,single,non_stem
51,average,,socially,never,graduated from college/university,white,67,150000,"san francisco, california",,straight,,atheism but not too serious about it,m,scorpio,no,english (fluently),single,non_stem
25,athletic,strictly other,socially,never,working on college/university,,70,,"san francisco, california",,straight,,,m,,no,english,single,non_stem
30,average,other,socially,never,graduated from college/university,hispanic / latin,68,40000,"san francisco, california",,straight,likes dogs and likes cats,catholicism and somewhat serious about it,m,capricorn and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single,non_stem
29,,,socially,never,graduated from masters program,black,66,,"redwood city, california","doesn&rsquo;t have kids, but wants them",straight,has dogs and likes cats,,f,scorpio and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
48,thin,mostly vegetarian,socially,never,graduated from college/university,white,68,,"moraga, california",,straight,has dogs,catholicism but not too serious about it,f,leo but it doesn&rsquo;t matter,no,english,single,non_stem
34,curvy,,socially,never,graduated from two-year college,black,65,20000,"oakland, california",,straight,likes dogs and likes cats,other but not too serious about it,f,scorpio and it matters a lot,no,english,single,non_stem
31,fit,mostly anything,socially,never,graduated from masters program,asian,71,,"mountain view, california",,straight,,,m,cancer,no,"english (okay), chinese (fluently)",single,stem
41,average,,rarely,never,working on college/university,white,69,,"alameda, california",,straight,has cats,atheism but not too serious about it,m,aries but it doesn&rsquo;t matter,no,"english (fluently), french (poorly)",single,stem
22,,,socially,never,working on college/university,indian,72,30000,"emeryville, california",,gay,likes dogs,hinduism but not too serious about it,m,gemini but it doesn&rsquo;t matter,no,"english (fluently), hindi (fluently), spanish (okay)",single,student
45,average,,often,never,graduated from masters program,white,76,,"san francisco, california",,gay,has dogs,christianity but not too serious about it,m,aquarius but it doesn&rsquo;t matter,no,"english, german (okay), spanish (okay)",single,non_stem
29,fit,,socially,never,graduated from college/university,,64,,"san francisco, california",,straight,,judaism but not too serious about it,f,leo and it&rsquo;s fun to think about,no,"english, french, farsi",single,non_stem
24,jacked,,,,,"native american, white",68,40000,"san francisco, california",doesn&rsquo;t want kids,gay,likes cats,agnosticism and laughing about it,m,libra and it&rsquo;s fun to think about,,english (fluently),single,non_stem
42,,,socially,,graduated from college/university,white,66,,"palo alto, california",,straight,has dogs,christianity but not too serious about it,f,sagittarius but it doesn&rsquo;t matter,no,english (fluently),single,stem
22,average,strictly anything,socially,sometimes,working on college/university,white,75,1000000,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,,m,sagittarius,no,english (fluently),single,non_stem
32,,mostly other,,,dropped out of masters program,white,74,,"san francisco, california",,gay,likes dogs and likes cats,other and somewhat serious about it,m,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), french (poorly)",single,stem
31,average,,often,sometimes,,other,68,,"san francisco, california",,gay,likes dogs,,m,aquarius,when drinking,english,single,non_stem
36,athletic,vegetarian,socially,,graduated from masters program,white,70,,"oakland, california",,straight,has dogs,atheism,f,scorpio but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly), portuguese (poorly)",single,stem
22,,strictly vegetarian,not at all,never,dropped out of space camp,"native american, white",68,,"san francisco, california","doesn&rsquo;t have kids, but might want them",bisexual,likes dogs and likes cats,other and laughing about it,f,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), japanese, c++, sign language",single,stem
21,average,strictly anything,socially,never,working on college/university,white,71,,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,aquarius and it&rsquo;s fun to think about,no,english,single,non_stem
32,athletic,,socially,never,college/university,,73,,"san francisco, california",,straight,,,m,,sometimes,english,single,non_stem
24,full figured,strictly anything,socially,often,graduated from space camp,"hispanic / latin, other",72,1000000,"oakland, california",,straight,likes dogs and dislikes cats,,m,taurus but it doesn&rsquo;t matter,no,"english, spanish",single,non_stem
28,athletic,mostly other,socially,never,graduated from college/university,indian,70,70000,"emeryville, california","doesn&rsquo;t have kids, but might want them",straight,,hinduism and somewhat serious about it,m,scorpio and it&rsquo;s fun to think about,sometimes,"english (fluently), gujarati (fluently), hindi (okay), spanish (fluently)",single,non_stem
32,curvy,mostly anything,socially,sometimes,graduated from masters program,"hispanic / latin, white",63,40000,"martinez, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,atheism but not too serious about it,f,gemini but it doesn&rsquo;t matter,no,english (okay),single,non_stem
33,average,,socially,,college/university,,66,,"berkeley, california",,straight,has dogs and likes cats,atheism but not too serious about it,f,scorpio and it&rsquo;s fun to think about,no,english,single,non_stem
36,fit,,socially,never,,white,66,100000,"san francisco, california",,straight,likes dogs and likes cats,,m,virgo,no,"english (fluently), french (fluently), spanish (poorly), italian (poorly)",single,non_stem
22,athletic,mostly anything,socially,never,working on college/university,black,82,20000,"el cerrito, california","doesn&rsquo;t have kids, but might want them",straight,has dogs,christianity,m,gemini,no,english,single,student
29,fit,,socially,never,graduated from college/university,asian,67,,"redwood city, california",,straight,,,m,libra but it doesn&rsquo;t matter,no,english (fluently),single,non_stem
30,,,socially,,graduated from masters program,white,62,,"san francisco, california",,gay,has dogs and likes cats,,f,sagittarius and it&rsquo;s fun to think about,no,"english, spanish (okay)",single,non_stem
31,average,mostly anything,socially,never,graduated from ph.d program,white,67,,"san francisco, california",,gay,,agnosticism but not too serious about it,m,gemini and it&rsquo;s fun to think about,no,"english (okay), french (poorly), italian (fluently), other (okay), german (poorly)",single,stem
42,a little extra,,not at all,never,,,70,,"burlingame, california",doesn&rsquo;t have kids,straight,,catholicism and somewhat serious about it,m,gemini and it&rsquo;s fun to think about,no,english,single,non_stem
26,athletic,mostly anything,socially,never,graduated from college/university,hispanic / latin,64,,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs,,f,pisces but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)",single,non_stem
34,fit,,desperately,,graduated from masters program,white,65,,"san francisco, california",,straight,,agnosticism,f,leo but it doesn&rsquo;t matter,no,"english, spanish (okay), italian (poorly)",single,non_stem
36,average,anything,not at all,never,graduated from masters program,white,74,,"san francisco, california",,straight,likes dogs and likes cats,agnosticism but not too serious about it,m,aquarius and it&rsquo;s fun to think about,no,"english (fluently), c++ (fluently), lisp (okay), spanish (poorly)",single,stem
31,fit,mostly anything,socially,never,graduated from two-year college,white,70,70000,"mill valley, california","doesn&rsquo;t have kids, but wants them",straight,has dogs,judaism but not too serious about it,m,pisces and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
28,average,,very often,sometimes,dropped out of ph.d program,white,71,100000,"san francisco, california",,straight,likes cats,atheism but not too serious about it,m,libra but it doesn&rsquo;t matter,sometimes,"english (fluently), french (poorly), spanish (poorly)",single,stem
23,fit,mostly anything,socially,never,college/university,"asian, hispanic / latin",72,,"san francisco, california",,gay,,atheism but not too serious about it,m,aries but it doesn&rsquo;t matter,,english,single,non_stem
28,average,,socially,never,graduated from college/university,black,66,30000,"san francisco, california",,gay,,christianity and very serious about it,f,aries and it&rsquo;s fun to think about,no,english,single,non_stem
37,fit,mostly anything,socially,,graduated from masters program,white,66,,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,has dogs and likes cats,judaism but not too serious about it,f,aries,,"english, hebrew (okay)",single,stem
30,average,anything,socially,never,graduated from college/university,white,69,,"san francisco, california",,straight,likes dogs,,f,gemini,no,"english (fluently), albanian (okay)",single,non_stem
23,fit,,socially,never,working on college/university,hispanic / latin,68,,"belmont, california","doesn&rsquo;t have kids, but might want them",straight,,catholicism but not too serious about it,m,capricorn and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently)",single,non_stem
