age,body_type,diet,drinks,drugs,education,ethnicity,height,income,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status,job
23.0,skinny,strictly anything,often,never,working on college/university,white,73.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,libra and it&rsquo;s fun to think about,no,"english (fluently), dutch (fluently)",single,non_stem
57.0,average,anything,socially,sometimes,graduated from college/university,white,72.0,20000.0,"san pablo, california",has a kid,straight,likes dogs and has cats,atheism but not too serious about it,m,gemini and it&rsquo;s fun to think about,no,english,single,non_stem
30.0,average,anything,socially,never,graduated from college/university,white,67.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and has cats,catholicism and laughing about it,f,aries and it&rsquo;s fun to think about,sometimes,"english (fluently), spanish (poorly)",single,non_stem
44.0,fit,mostly vegetarian,socially,never,graduated from college/university,white,67.0,60000.0,"oakland, california",has a kid,straight,likes dogs and likes cats,other,f,cancer and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",single,non_stem
26.0,curvy,anything,socially,never,graduated from college/university,indian,64.0,60000.0,"berkeley, california",doesn&rsquo;t have kids,straight,likes dogs,hinduism but not too serious about it,f,pisces and it&rsquo;s fun to think about,no,"english, bengali, spanish",single,non_stem
26.0,average,mostly anything,socially,never,graduated from college/university,asian,64.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,agnosticism,f,leo and it&rsquo;s fun to think about,no,english,single,non_stem
32.0,average,mostly anything,socially,never,graduated from two-year college,white,76.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,aries and it&rsquo;s fun to think about,when drinking,"english, c++",single,non_stem
40.0,athletic,mostly anything,socially,never,graduated from two-year college,white,70.0,100000.0,"san francisco, california","has a kid, and might want more",straight,likes dogs and likes cats,christianity,m,capricorn and it&rsquo;s fun to think about,no,english,married,non_stem
28.0,average,strictly anything,often,sometimes,working on law school,white,72.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs,atheism and very serious about it,m,aquarius and it&rsquo;s fun to think about,sometimes,"english (fluently), spanish (okay)",single,non_stem
39.0,fit,mostly anything,socially,never,graduated from masters program,indian,64.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,other,f,aquarius and it&rsquo;s fun to think about,no,english (fluently),single,stem
27.0,curvy,mostly anything,often,sometimes,working on college/university,white,63.0,20000.0,"emeryville, california",doesn&rsquo;t have kids,straight,likes dogs and has cats,judaism and laughing about it,f,leo,sometimes,english,single,non_stem
30.0,fit,mostly vegetarian,socially,sometimes,graduated from college/university,white,70.0,60000.0,"san francisco, california",doesn&rsquo;t want kids,straight,has dogs and likes cats,other,m,gemini and it&rsquo;s fun to think about,no,"english (fluently), french (okay), spanish (poorly)",available,non_stem
60.0,a little extra,mostly anything,socially,never,graduated from ph.d program,hispanic / latin,63.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,gay,has dogs,agnosticism and laughing about it,f,pisces and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), portuguese (fluently)",single,non_stem
26.0,fit,mostly anything,socially,sometimes,graduated from college/university,white,73.0,60000.0,"belmont, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,scorpio and it&rsquo;s fun to think about,no,"english (fluently), german (poorly)",single,non_stem
67.0,a little extra,mostly anything,rarely,never,graduated from ph.d program,white,65.0,70000.0,"berkeley, california",doesn&rsquo;t have kids,gay,likes dogs and likes cats,buddhism and very serious about it,f,capricorn but it doesn&rsquo;t matter,no,"english (fluently), french (poorly), spanish (poorly), catalan (poorly)",single,non_stem
28.0,average,mostly anything,socially,never,college/university,white,72.0,60000.0,"emeryville, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,atheism and laughing about it,m,libra and it&rsquo;s fun to think about,no,"english, french (poorly), c++ (fluently)",single,non_stem
32.0,athletic,anything,socially,never,graduated from masters program,white,67.0,60000.0,"emeryville, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and has cats,other,f,virgo,no,english,single,non_stem
40.0,athletic,mostly anything,socially,never,graduated from ph.d program,white,69.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,f,pisces but it doesn&rsquo;t matter,no,"english (fluently), french (fluently), italian (fluently), greek (fluently), german (okay)",single,stem
23.0,thin,mostly anything,socially,never,graduated from college/university,white,71.0,60000.0,"menlo park, california",doesn&rsquo;t have kids,straight,likes cats,atheism,m,libra and it&rsquo;s fun to think about,no,english,single,stem
20.0,a little extra,mostly anything,not at all,never,graduated from high school,asian,71.0,20000.0,"fremont, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,other,m,cancer and it&rsquo;s fun to think about,no,english (fluently),single,student
42.0,average,mostly anything,socially,never,graduated from ph.d program,hispanic / latin,70.0,500000.0,"el cerrito, california","has kids, but doesn&rsquo;t want more",straight,likes dogs and likes cats,buddhism but not too serious about it,m,gemini but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",single,non_stem
24.0,thin,mostly anything,socially,sometimes,working on college/university,"white, other",66.0,60000.0,"castro valley, california",has a kid,straight,likes dogs and likes cats,other,f,capricorn and it&rsquo;s fun to think about,no,"english (fluently), french (poorly)",single,non_stem
34.0,jacked,mostly anything,socially,never,graduated from college/university,white,68.0,60000.0,"berkeley, california",doesn&rsquo;t have kids,straight,likes dogs,judaism,m,libra but it doesn&rsquo;t matter,no,"english, spanish, hebrew (fluently)",single,non_stem
29.0,athletic,anything,socially,never,graduated from college/university,white,72.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,libra and it&rsquo;s fun to think about,no,english,single,stem
30.0,average,mostly anything,socially,never,graduated from masters program,asian,63.0,60000.0,"mountain view, california",doesn&rsquo;t have kids,straight,likes dogs,agnosticism,f,virgo,no,english,single,non_stem
33.0,fit,vegetarian,socially,never,working on two-year college,black,69.0,60000.0,"berkeley, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,f,taurus and it&rsquo;s fun to think about,no,"english (fluently), other (fluently), spanish (okay)",single,non_stem
34.0,athletic,strictly anything,socially,never,graduated from college/university,white,68.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,other,f,leo,no,"english (fluently), swedish (fluently)",single,stem
23.0,thin,mostly anything,socially,never,working on college/university,asian,72.0,500000.0,"stanford, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,libra but it doesn&rsquo;t matter,no,"english, chinese, c++ (fluently), latin (poorly), lisp (okay)",single,student
41.0,athletic,strictly vegetarian,not at all,never,graduated from college/university,white,68.0,60000.0,"san francisco, california",has a kid,gay,likes dogs and likes cats,other and laughing about it,m,aquarius but it doesn&rsquo;t matter,no,english,single,non_stem
25.0,fit,strictly anything,socially,never,graduated from masters program,white,75.0,100000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,leo,no,"english, spanish",single,non_stem
56.0,average,mostly anything,socially,never,graduated from masters program,white,65.0,60000.0,"half moon bay, california",has a kid,straight,likes dogs and likes cats,agnosticism,f,scorpio,no,english,single,non_stem
31.0,average,mostly anything,not at all,never,graduated from masters program,white,70.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,other,f,virgo and it&rsquo;s fun to think about,no,english,single,non_stem
24.0,athletic,mostly anything,socially,never,working on law school,asian,66.0,60000.0,"redwood city, california",doesn&rsquo;t have kids,straight,likes dogs,agnosticism,m,libra and it&rsquo;s fun to think about,no,english,single,student
46.0,average,mostly anything,socially,never,graduated from college/university,white,68.0,60000.0,"berkeley, california",has a kid,straight,likes dogs and likes cats,other,m,capricorn but it doesn&rsquo;t matter,no,english,single,non_stem
64.0,fit,mostly other,socially,never,graduated from masters program,white,66.0,60000.0,"berkeley, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other but not too serious about it,m,libra and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",single,non_stem
37.0,fit,mostly anything,socially,never,graduated from masters program,white,70.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,atheism,m,pisces,no,"english (fluently), french (fluently)",single,non_stem
28.0,average,mostly anything,socially,never,graduated from college/university,white,64.0,60000.0,"berkeley, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,f,pisces,no,english,single,student
31.0,average,mostly anything,rarely,never,graduated from college/university,white,70.0,100000.0,"oakland, california","doesn&rsquo;t have kids, but might want them",straight,has dogs and likes cats,other and laughing about it,m,aquarius but it doesn&rsquo;t matter,sometimes,english,single,non_stem
25.0,jacked,mostly anything,socially,never,working on law school,white,60.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,has dogs and dislikes cats,other,f,virgo,no,english,single,student
23.0,a little extra,mostly anything,socially,never,working on college/university,other,70.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and has cats,other,m,scorpio,no,english (fluently),single,student
29.0,fit,mostly anything,socially,sometimes,graduated from college/university,white,66.0,50000.0,"san leandro, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,libra and it&rsquo;s fun to think about,no,english,single,non_stem
51.0,average,mostly anything,socially,never,graduated from college/university,white,67.0,150000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,atheism but not too serious about it,m,scorpio,no,english (fluently),single,non_stem
25.0,athletic,strictly other,socially,never,working on college/university,white,70.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,libra and it&rsquo;s fun to think about,no,english,single,non_stem
30.0,average,other,socially,never,graduated from college/university,hispanic / latin,68.0,40000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,catholicism and somewhat serious about it,m,capricorn and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single,non_stem
29.0,average,mostly anything,socially,never,graduated from masters program,black,66.0,60000.0,"redwood city, california","doesn&rsquo;t have kids, but wants them",straight,has dogs and likes cats,other,f,scorpio and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
48.0,thin,mostly vegetarian,socially,never,graduated from college/university,white,68.0,60000.0,"moraga, california",doesn&rsquo;t have kids,straight,has dogs,catholicism but not too serious about it,f,leo but it doesn&rsquo;t matter,no,english,single,non_stem
34.0,curvy,mostly anything,socially,never,graduated from two-year college,black,65.0,20000.0,"oakland, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other but not too serious about it,f,scorpio and it matters a lot,no,english,single,non_stem
31.0,fit,mostly anything,socially,never,graduated from masters program,asian,71.0,60000.0,"mountain view, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,cancer,no,"english (okay), chinese (fluently)",single,stem
41.0,average,mostly anything,rarely,never,working on college/university,white,69.0,60000.0,"alameda, california",doesn&rsquo;t have kids,straight,has cats,atheism but not too serious about it,m,aries but it doesn&rsquo;t matter,no,"english (fluently), french (poorly)",single,stem
22.0,average,mostly anything,socially,never,working on college/university,indian,72.0,30000.0,"emeryville, california",doesn&rsquo;t have kids,gay,likes dogs,hinduism but not too serious about it,m,gemini but it doesn&rsquo;t matter,no,"english (fluently), hindi (fluently), spanish (okay)",single,student
45.0,average,mostly anything,often,never,graduated from masters program,white,76.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,gay,has dogs,christianity but not too serious about it,m,aquarius but it doesn&rsquo;t matter,no,"english, german (okay), spanish (okay)",single,non_stem
29.0,fit,mostly anything,socially,never,graduated from college/university,white,64.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,judaism but not too serious about it,f,leo and it&rsquo;s fun to think about,no,"english, french, farsi",single,non_stem
24.0,jacked,mostly anything,socially,never,graduated from college/university,"native american, white",68.0,40000.0,"san francisco, california",doesn&rsquo;t want kids,gay,likes cats,agnosticism and laughing about it,m,libra and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
42.0,average,mostly anything,socially,never,graduated from college/university,white,66.0,60000.0,"palo alto, california",doesn&rsquo;t have kids,straight,has dogs,christianity but not too serious about it,f,sagittarius but it doesn&rsquo;t matter,no,english (fluently),single,stem
22.0,average,strictly anything,socially,sometimes,working on college/university,white,75.0,1000000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,sagittarius,no,english (fluently),single,non_stem
32.0,average,mostly other,socially,never,dropped out of masters program,white,74.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,gay,likes dogs and likes cats,other and somewhat serious about it,m,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), french (poorly)",single,stem
31.0,average,mostly anything,often,sometimes,graduated from college/university,other,68.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,gay,likes dogs,other,m,aquarius,when drinking,english,single,non_stem
36.0,athletic,vegetarian,socially,never,graduated from masters program,white,70.0,60000.0,"oakland, california",doesn&rsquo;t have kids,straight,has dogs,atheism,f,scorpio but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly), portuguese (poorly)",single,stem
22.0,average,strictly vegetarian,not at all,never,dropped out of space camp,"native american, white",68.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but might want them",bisexual,likes dogs and likes cats,other and laughing about it,f,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), japanese, c++, sign language",single,stem
21.0,average,strictly anything,socially,never,working on college/university,white,71.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,aquarius and it&rsquo;s fun to think about,no,english,single,non_stem
32.0,athletic,mostly anything,socially,never,college/university,white,73.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,libra and it&rsquo;s fun to think about,sometimes,english,single,non_stem
24.0,full figured,strictly anything,socially,often,graduated from space camp,"hispanic / latin, other",72.0,1000000.0,"oakland, california",doesn&rsquo;t have kids,straight,likes dogs and dislikes cats,other,m,taurus but it doesn&rsquo;t matter,no,"english, spanish",single,non_stem
28.0,athletic,mostly other,socially,never,graduated from college/university,indian,70.0,70000.0,"emeryville, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,hinduism and somewhat serious about it,m,scorpio and it&rsquo;s fun to think about,sometimes,"english (fluently), gujarati (fluently), hindi (okay), spanish (fluently)",single,non_stem
32.0,curvy,mostly anything,socially,sometimes,graduated from masters program,"hispanic / latin, white",63.0,40000.0,"martinez, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,atheism but not too serious about it,f,gemini but it doesn&rsquo;t matter,no,english (okay),single,non_stem
33.0,average,mostly anything,socially,never,college/university,white,66.0,60000.0,"berkeley, california",doesn&rsquo;t have kids,straight,has dogs and likes cats,atheism but not too serious about it,f,scorpio and it&rsquo;s fun to think about,no,english,single,non_stem
36.0,fit,mostly anything,socially,never,graduated from college/university,white,66.0,100000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,virgo,no,"english (fluently), french (fluently), spanish (poorly), italian (poorly)",single,non_stem
22.0,athletic,mostly anything,socially,never,working on college/university,black,82.0,20000.0,"el cerrito, california","doesn&rsquo;t have kids, but might want them",straight,has dogs,christianity,m,gemini,no,english,single,student
29.0,fit,mostly anything,socially,never,graduated from college/university,asian,67.0,60000.0,"redwood city, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,libra but it doesn&rsquo;t matter,no,english (fluently),single,non_stem
30.0,average,mostly anything,socially,never,graduated from masters program,white,62.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,gay,has dogs and likes cats,other,f,sagittarius and it&rsquo;s fun to think about,no,"english, spanish (okay)",single,non_stem
31.0,average,mostly anything,socially,never,graduated from ph.d program,white,67.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,gay,likes dogs and likes cats,agnosticism but not too serious about it,m,gemini and it&rsquo;s fun to think about,no,"english (okay), french (poorly), italian (fluently), other (okay), german (poorly)",single,stem
42.0,a little extra,mostly anything,not at all,never,graduated from college/university,white,70.0,60000.0,"burlingame, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,catholicism and somewhat serious about it,m,gemini and it&rsquo;s fun to think about,no,english,single,non_stem
26.0,athletic,mostly anything,socially,never,graduated from college/university,hispanic / latin,64.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs,other,f,pisces but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)",single,non_stem
34.0,fit,mostly anything,desperately,never,graduated from masters program,white,65.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,agnosticism,f,leo but it doesn&rsquo;t matter,no,"english, spanish (okay), italian (poorly)",single,non_stem
36.0,average,anything,not at all,never,graduated from masters program,white,74.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,agnosticism but not too serious about it,m,aquarius and it&rsquo;s fun to think about,no,"english (fluently), c++ (fluently), lisp (okay), spanish (poorly)",single,stem
31.0,fit,mostly anything,socially,never,graduated from two-year college,white,70.0,70000.0,"mill valley, california","doesn&rsquo;t have kids, but wants them",straight,has dogs,judaism but not too serious about it,m,pisces and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
28.0,average,mostly anything,very often,sometimes,dropped out of ph.d program,white,71.0,100000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes cats,atheism but not too serious about it,m,libra but it doesn&rsquo;t matter,sometimes,"english (fluently), french (poorly), spanish (poorly)",single,stem
23.0,fit,mostly anything,socially,never,college/university,"asian, hispanic / latin",72.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,gay,likes dogs and likes cats,atheism but not too serious about it,m,aries but it doesn&rsquo;t matter,no,english,single,non_stem
28.0,average,mostly anything,socially,never,graduated from college/university,black,66.0,30000.0,"san francisco, california",doesn&rsquo;t have kids,gay,likes dogs and likes cats,christianity and very serious about it,f,aries and it&rsquo;s fun to think about,no,english,single,non_stem
37.0,fit,mostly anything,socially,never,graduated from masters program,white,66.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,has dogs and likes cats,judaism but not too serious about it,f,aries,no,"english, hebrew (okay)",single,stem
30.0,average,anything,socially,never,graduated from college/university,white,69.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,other,f,gemini,no,"english (fluently), albanian (okay)",single,non_stem
23.0,fit,mostly anything,socially,never,working on college/university,hispanic / latin,68.0,60000.0,"belmont, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,catholicism but not too serious about it,m,capricorn and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently)",single,non_stem
32.0,average,mostly anything,socially,sometimes,graduated from college/university,white,70.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,agnosticism but not too serious about it,m,scorpio but it doesn&rsquo;t matter,no,english (fluently),seeing someone,stem
34.0,average,mostly anything,rarely,never,graduated from college/university,white,64.0,1000000.0,"menlo park, california",doesn&rsquo;t have kids,straight,likes dogs and has cats,other and laughing about it,f,virgo and it&rsquo;s fun to think about,no,english (fluently),single,student
28.0,average,mostly anything,socially,never,graduated from college/university,white,70.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,atheism and laughing about it,m,gemini but it doesn&rsquo;t matter,when drinking,"english, spanish (poorly), c++ (fluently), lisp (okay)",single,stem
29.0,athletic,strictly anything,socially,never,graduated from masters program,white,72.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,judaism and laughing about it,m,gemini,no,"english (fluently), spanish (poorly)",single,stem
28.0,thin,mostly anything,socially,sometimes,graduated from ph.d program,white,73.0,20000.0,"berkeley, california",doesn&rsquo;t have kids,straight,has cats,atheism but not too serious about it,m,aquarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",available,stem
36.0,fit,mostly vegan,socially,never,graduated from college/university,asian,63.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,agnosticism,f,libra and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
28.0,fit,mostly anything,socially,sometimes,graduated from college/university,white,73.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,atheism but not too serious about it,m,libra and it&rsquo;s fun to think about,no,english,single,stem
45.0,athletic,mostly anything,socially,never,graduated from masters program,white,74.0,100000.0,"palo alto, california",has kids,straight,has dogs,christianity,m,gemini,no,"english (fluently), georgian (fluently), russian (fluently), italian (okay)",single,non_stem
39.0,fit,anything,socially,never,graduated from law school,pacific islander,65.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs,other,f,gemini and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), tagalog (poorly)",single,non_stem
32.0,fit,mostly anything,socially,never,graduated from masters program,asian,64.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,buddhism but not too serious about it,f,scorpio and it&rsquo;s fun to think about,no,english,single,non_stem
33.0,average,strictly vegetarian,socially,sometimes,graduated from college/university,other,66.0,50000.0,"mountain view, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,agnosticism,f,pisces,no,"english (fluently), spanish (okay)",single,non_stem
32.0,thin,mostly anything,socially,never,graduated from college/university,white,63.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,catholicism but not too serious about it,f,gemini and it&rsquo;s fun to think about,no,"english (fluently), portuguese (fluently)",single,non_stem
28.0,curvy,mostly vegetarian,socially,never,graduated from college/university,white,59.0,60000.0,"san francisco, california",wants kids,bisexual,likes dogs and dislikes cats,agnosticism but not too serious about it,f,scorpio and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
38.0,fit,mostly anything,socially,never,graduated from college/university,white,67.0,60000.0,"oakland, california",doesn&rsquo;t have kids,bisexual,likes dogs and likes cats,other and somewhat serious about it,f,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), french (poorly), czech (poorly)",single,non_stem
27.0,thin,mostly anything,socially,never,graduated from college/university,white,66.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,gay,has dogs,other,f,gemini but it doesn&rsquo;t matter,no,"english, spanish (poorly)",single,non_stem
20.0,overweight,mostly anything,socially,never,working on college/university,"asian, hispanic / latin",68.0,20000.0,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and dislikes cats,catholicism and very serious about it,m,libra and it&rsquo;s fun to think about,sometimes,"english (fluently), spanish (okay), tagalog (poorly)",single,student
34.0,athletic,strictly anything,socially,never,graduated from masters program,white,69.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,has dogs and likes cats,atheism,m,leo,no,"english (fluently), german (okay), swedish (poorly)",single,stem
37.0,average,other,socially,never,graduated from college/university,white,71.0,60000.0,"novato, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and has cats,agnosticism,m,aries,no,"english (fluently), japanese (poorly)",single,stem
34.0,average,mostly other,socially,never,graduated from college/university,white,64.0,60000.0,"vallejo, california","has kids, but doesn&rsquo;t want more",straight,likes dogs and has cats,hinduism and somewhat serious about it,f,taurus and it&rsquo;s fun to think about,no,english,single,non_stem
32.0,fit,anything,often,never,graduated from college/university,"asian, pacific islander",66.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,catholicism and somewhat serious about it,m,pisces but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",single,stem
23.0,average,mostly vegetarian,socially,never,graduated from college/university,"asian, pacific islander",59.0,60000.0,"san francisco, california",doesn&rsquo;t want kids,straight,likes dogs,atheism,f,libra and it&rsquo;s fun to think about,no,"english, sign language (poorly)",single,stem
30.0,average,mostly vegetarian,socially,never,graduated from college/university,white,74.0,60000.0,"burlingame, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,other,m,capricorn but it doesn&rsquo;t matter,no,"english (fluently), german (fluently)",single,non_stem
30.0,athletic,strictly anything,not at all,never,graduated from college/university,white,80.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs,atheism and laughing about it,m,cancer but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly), hawaiian (poorly)",single,stem
45.0,average,mostly anything,socially,never,college/university,asian,65.0,60000.0,"daly city, california",has a kid,straight,likes dogs and likes cats,christianity,m,scorpio but it doesn&rsquo;t matter,no,"english (okay), tagalog (fluently)",single,stem
37.0,athletic,mostly anything,socially,never,graduated from masters program,white,61.0,60000.0,"new york, new york","doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,other,f,cancer but it doesn&rsquo;t matter,no,"english, french",single,non_stem
29.0,average,anything,socially,never,graduated from masters program,white,71.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,atheism,m,libra and it&rsquo;s fun to think about,no,english,single,stem
26.0,thin,mostly anything,socially,never,graduated from masters program,white,64.0,60000.0,"oakland, california","doesn&rsquo;t have kids, but might want them",bisexual,likes dogs and likes cats,agnosticism and somewhat serious about it,f,pisces and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), italian (poorly)",single,non_stem
30.0,athletic,mostly anything,socially,sometimes,graduated from college/university,"hispanic / latin, white, other",72.0,60000.0,"san leandro, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,other,m,aquarius and it&rsquo;s fun to think about,sometimes,english,single,non_stem
33.0,athletic,mostly anything,socially,never,graduated from college/university,white,74.0,100000.0,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,catholicism,m,sagittarius,no,english,single,non_stem
35.0,average,mostly anything,socially,sometimes,graduated from college/university,white,63.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,bisexual,has dogs,other,f,virgo,sometimes,"english (fluently), german (okay)",single,stem
50.0,average,anything,socially,never,working on masters program,"white, other",65.0,60000.0,"san francisco, california","has a kid, but doesn&rsquo;t want more",straight,likes dogs and likes cats,agnosticism,f,scorpio,no,"english (fluently), arabic (poorly), spanish (poorly)",single,student
34.0,average,mostly anything,socially,never,graduated from college/university,white,64.0,60000.0,"belmont, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,christianity but not too serious about it,f,sagittarius and it&rsquo;s fun to think about,no,english,single,non_stem
30.0,average,mostly anything,socially,never,graduated from masters program,asian,68.0,60000.0,"san leandro, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,scorpio,no,english,single,non_stem
33.0,average,mostly anything,socially,never,graduated from masters program,asian,70.0,60000.0,"san leandro, california",doesn&rsquo;t have kids,straight,likes dogs,other,m,leo but it doesn&rsquo;t matter,no,"english, chinese",single,non_stem
34.0,average,mostly anything,often,never,graduated from space camp,white,69.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and has cats,other,f,sagittarius and it&rsquo;s fun to think about,sometimes,english,single,non_stem
22.0,thin,mostly anything,socially,sometimes,working on college/university,white,65.0,60000.0,"berkeley, california",doesn&rsquo;t have kids,straight,likes cats,atheism and somewhat serious about it,f,capricorn,trying to quit,english (fluently),single,non_stem
32.0,average,mostly anything,socially,never,graduated from college/university,white,70.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,gay,likes dogs,agnosticism but not too serious about it,m,capricorn and it&rsquo;s fun to think about,no,english,seeing someone,non_stem
36.0,athletic,strictly anything,socially,never,graduated from college/university,"asian, black, pacific islander, hispanic / latin",73.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,buddhism but not too serious about it,m,cancer and it&rsquo;s fun to think about,trying to quit,english,single,non_stem
