x.1,x.2,x.3,x.4,x.5,x.6,x.7,x.8,x.9,x.10,x.11,x.12,x.13,x.14,x.15,x.16,x.17,x.18,x.19,x.20,x.21,y
1.0065,2.1562,3.2491,0.5493,1.9801,3.691,5.5585,2.5652,1.6846,2.6319,3.6303,1.8834,1.0012,2.3264,2.9605,2.5271,1.578,0.5332,0.1574,2.0353,-0.7657,3
-1.026,0.255,-1.3859,-0.1221,0.2458,-0.8048,-2.2066,-0.1708,3.6193,0.4434,2.2917,2.9807,2.5837,7.1368,4.8966,4.5595,4.1151,3.8704,-0.014,1.0187,-0.1221,3
0.936,0.9969,1.9886,3.639,2.2836,5.3444,6.0705,4.7725,4.2794,3.8071,2.1513,0.2185,-1.259,0.3824,0.4268,-0.573,0.697,1.7613,-0.3291,1.6587,-0.9861,3
-1.1279,0.6798,3.508,2.6701,3.9761,3.999,5.4328,6.1605,4.105,3.1452,2.3242,2.25,0.6788,0.2377,1.3843,0.8987,2.4503,0.592,1.6688,-0.7687,-1.2282,3
-3.051,-0.2,-0.0489,0.93,1.3388,2.2348,3.1414,1.8496,2.0137,-0.1691,1.2551,1.8031,3.5124,2.7885,4.0926,2.1429,2.4322,2.7223,1.2067,0.5091,0.3672,3
1.5163,2.1861,1.9386,4.2208,3.6431,4.1964,5.0415,5.27,4.4841,4.3782,0.619,1.0085,1.3274,-0.2644,3.3075,0.0991,1.7819,-0.8045,2.0799,-0.8533,0.1728,3
1.0011,-0.7821,-0.7672,1.4283,-1.1991,1.7507,0.5479,0.4092,0.7415,1.0184,1.6114,4.8874,4.6175,5.5304,3.8849,3.0974,4.0435,3.884,2.4435,2.1333,0.035,3
1.2724,-0.9016,-1.2698,-0.4895,1.0428,1.2374,1.8938,0.0439,0.0694,0.7023,1.3451,2.1426,-0.0958,4.7649,5.3731,2.682,3.6944,1.0187,2.1569,2.4444,-1.3371,3
0.1422,-0.6338,0.364,0.4941,0.5232,-1.8468,1.6137,0.3845,-1.3514,0.7605,2.5518,4.23,3.3811,4.422,9.1382,4.9291,4.1312,-0.6283,1.9741,2.4756,-0.075,3
0.6838,-0.415,0.2968,1.1551,0.2483,0.4277,1.8963,1.9601,3.3948,-0.5012,2.0768,2.4004,3.4375,2.9839,3.3598,3.9596,3.843,0.9216,1.5914,2.2255,-0.1346,3
1.1089,0.3818,1.9018,1.1986,1.7982,0.8978,1.2894,0.5794,1.0009,1.2853,2.6872,2.4821,1.674,3.2949,3.9951,5.0551,2.0503,2.9882,0.442,0.9129,-1.1123,3
1.0625,2.8006,1.74,2.3429,2.5529,3.9356,4.7875,4.599,2.9401,2.5496,1.9939,3.2891,0.9573,2.6256,2.0436,2.088,1.1029,1.5447,-1.9079,0.7617,-0.0832,3
1.4228,0.8769,-0.311,-2.2186,1.0412,-0.5652,0.2999,-1.6283,-0.1643,1.7846,1.8511,3.0037,4.7854,5.952,6.7077,4.7948,4.1361,2.3781,1.4313,1.3327,0.5412,3
-0.8334,-1.5159,0.992,0.2377,-0.3477,1.0263,-0.3312,0.1111,-0.6926,1.2293,2.8375,3.6332,3.9569,4.2641,5.0099,3.5236,4.1759,4.1627,-0.4728,1.6417,1.0365,3
0.1996,-0.1535,1.3671,0.7158,1.9612,4.0608,4.1592,3.2116,1.5887,3.4567,3.175,2.438,0.5258,1.8437,1.6921,0.1126,1.5053,0.9452,1.2889,-0.4175,-1.6422,3
0.1104,0.7985,0.636,0.7207,0.6547,1.3983,0.6647,0.498,1.8876,1.365,2.1974,2.2005,2.1049,4.3165,5.4286,3.4053,3.6767,3.1614,1.3673,0.6837,-0.8065,3
-0.9631,0.7323,1.733,3.3995,4.5995,4.5034,5.3276,4.6735,3.8453,2.8149,2.7085,1.5038,1.21,0.1453,0.6896,0.4335,0.0307,1.1552,2.1257,-0.1526,-1.1265,3
0.0785,0.6269,-0.5738,1.2681,0.449,1.5048,1.8207,1.9013,1.0341,0.37,3.44,2.8955,3.3494,2.7046,4.0351,3.4227,2.4681,2.9149,0.5617,-0.3701,0.6786,3
-0.1679,0.6504,1.4743,2.7656,3.8566,2.9215,3.9529,1.5484,1.6669,1.8572,0.6399,3.2756,3.0711,2.2085,3.338,3.3151,1.9642,3.9029,0.0712,-0.9809,0.3862,3
-0.0825,-0.2724,0.3924,5.4606,4.931,4.3825,5.1717,7.0376,3.7557,2.8632,1.4995,0.4481,0.2317,0.9601,2.2025,-1.0058,-0.0742,0.5438,0.3823,0.4306,0.1756,3
-0.2248,-0.9754,-1.5497,0.4686,-0.2385,0.9917,-1.3174,-0.9362,-0.2379,1.4038,-0.1121,3.1038,2.9556,3.2085,5.285,4.6019,3.3658,3.9523,0.8366,3.002,0.8562,3
1.7773,-2.4352,-0.8839,1.5845,-0.4575,0.2732,-1.3045,1.5842,-0.7384,1.2243,3.3747,1.6413,4.2185,4.0036,6.4585,4.6047,4.3479,4.3592,2.0214,0.7309,-1.085,3
-0.3341,1.8648,0.4758,0.8975,4.0908,2.7309,3.3441,3.6785,2.0035,2.7424,1.3156,1.3633,1.8094,0.1918,3.4045,1.7424,1.3769,1.1196,0.8958,0.4879,1.3034,3
-1.1541,1.9772,0.2579,1.29,4.1947,3.2535,3.2856,4.2944,2.9985,5.0937,2.2371,0.7025,-0.5086,0.6127,2.4298,2.1991,0.4195,1.1567,-0.2395,0.5233,0.3636,3
0.0289,0.7332,2.1283,2.385,2.5421,2.9879,3.2257,0.7947,3.4336,2.0478,3.1856,1.47,0.7346,2.4204,2.1612,3.6828,3.2503,0.8433,0.6614,-0.4838,0.8712,3
0.9337,-1.9955,-0.8217,2.2748,-0.1634,1.1141,0.6481,0.5125,0.6194,0.9406,2.3561,2.7666,2.8122,3.155,5.4546,4.1912,2.2483,3.1658,1.3756,0.9956,1.105,3
0.1432,0.7496,0.8764,0.8479,3.9517,0.6818,2.9773,0.7779,1.2657,2.4141,-0.4582,2.8764,3.5677,2.3591,3.4222,2.7325,1.4158,1.0129,2.7451,1.2936,-0.2678,3
