Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level
688,9.8,0.7,7.8,3.3,2.4,3.41,High
881,9.5,1.5,8.8,3.8,0.4,3.36,High
1951,9.0,2.3,8.9,1.3,2.5,3.24,High
1705,8.2,3.4,8.0,3.8,0.6,3.26,High
1625,7.7,1.3,5.7,5.3,4.0,3.36,High
1452,9.5,1.6,6.2,2.7,4.0,3.32,High
355,5.2,0.7,5.7,4.4,8.0,2.67,High
1717,5.5,3.3,5.2,4.0,6.0,2.95,High
1870,8.7,2.5,9.9,1.5,1.4,3.36,High
955,8.7,3.1,9.9,1.3,1.0,3.55,High
1956,8.3,3.8,9.1,0.1,2.7,3.48,High
1806,9.6,3.3,9.9,1.1,0.1,3.5,High
1120,8.7,0.9,9.1,3.1,2.2,3.65,High
1953,6.3,3.9,5.8,4.7,3.3,2.73,High
1297,5.5,2.1,5.3,0.7,10.4,2.79,High
299,8.3,0.4,8.1,2.7,4.5,3.01,High
1393,6.4,3.6,5.2,5.5,3.3,2.86,High
278,7.0,2.6,5.5,3.9,5.0,2.82,High
1734,5.7,1.2,5.7,4.9,6.5,2.66,High
1466,8.7,1.2,6.5,5.0,2.6,3.25,High
1507,6.3,3.2,5.2,6.0,3.3,3.0,High
215,8.3,2.2,5.4,2.5,5.6,2.97,High
406,8.6,3.6,5.4,4.4,2.0,3.81,High
1366,8.6,1.6,8.1,4.0,1.7,2.94,High
199,6.7,2.9,5.3,1.9,7.2,3.29,High
787,9.8,0.2,9.5,2.6,1.9,3.47,High
778,8.8,1.0,9.3,0.5,4.4,3.18,High
1501,9.7,3.6,7.7,1.6,1.4,3.22,High
1132,8.9,2.7,8.1,3.8,0.5,3.14,High
1554,9.8,0.5,7.1,2.9,3.7,3.38,High
1285,9.7,1.4,5.8,3.4,3.7,3.67,High
225,8.9,0.4,8.8,3.2,2.7,3.32,High
99,9.8,3.4,9.2,0.7,0.9,3.15,High
275,9.3,0.7,8.5,4.6,0.9,3.43,High
746,8.8,2.1,8.4,2.0,2.7,3.66,High
1906,6.9,1.3,5.9,3.6,6.3,2.94,High
371,6.6,1.7,5.4,1.3,9.0,3.29,High
1261,9.7,1.2,9.3,2.9,0.9,3.51,High
1694,8.9,3.0,8.0,2.6,1.5,3.29,High
1523,8.3,0.9,6.4,1.9,6.5,3.18,High
19,7.6,1.7,5.1,0.6,9.0,3.16,High
1764,8.4,2.5,9.1,0.2,3.8,2.65,High
75,8.8,3.0,5.5,5.4,1.3,3.58,High
843,6.9,2.2,5.4,0.0,9.5,3.27,High
1253,8.5,2.2,6.9,2.5,3.9,3.25,High
453,8.4,1.1,6.5,4.7,3.3,3.54,High
542,10.0,0.2,8.8,1.9,3.1,3.46,High
1876,8.6,3.2,9.3,2.9,0.0,3.38,High
1105,8.3,1.6,8.0,0.6,5.5,3.4,High
1202,8.6,1.2,8.9,2.3,3.0,3.24,High
1408,9.9,2.2,8.4,1.1,2.4,3.43,High
1433,9.2,4.0,5.1,0.6,5.1,3.62,High
473,7.7,3.5,5.7,4.7,2.4,3.21,High
1178,5.3,0.6,5.3,3.8,9.0,2.79,High
535,9.0,3.6,9.7,1.6,0.1,3.44,High
770,9.4,3.6,6.5,1.0,3.5,3.57,High
274,9.8,0.4,8.4,2.4,3.0,3.26,High
1900,8.6,0.4,8.7,0.8,5.5,3.22,High
1233,9.7,1.1,9.1,0.2,3.9,3.3,High
1781,8.8,3.5,8.3,2.9,0.5,3.26,High
1069,9.6,2.6,6.6,2.7,2.5,3.37,High
1820,6.7,0.4,5.7,0.2,11.0,2.58,High
924,9.0,3.0,8.2,0.6,3.2,2.96,High
1355,6.3,0.3,5.1,1.5,10.8,2.9,High
267,5.8,0.7,5.2,4.4,7.9,2.81,High
265,6.2,0.3,5.8,3.1,8.6,3.13,High
1438,8.9,1.4,7.0,2.4,4.3,3.5,High
1875,7.0,3.6,5.8,6.0,1.6,2.99,High
1971,5.6,2.3,5.7,4.2,6.2,2.81,High
1264,9.0,2.8,7.8,3.1,1.3,3.43,High
637,8.9,3.0,9.0,1.6,1.5,3.42,High
871,9.7,0.1,5.8,5.3,3.1,3.92,High
580,8.8,0.4,6.4,1.7,6.7,3.05,High
341,7.6,2.7,5.2,0.5,8.0,3.07,High
229,9.9,3.9,8.7,0.2,1.3,3.8,High
1714,8.6,1.7,8.2,1.9,3.6,3.46,High
1175,5.3,0.3,5.9,0.2,12.3,2.97,High
260,8.6,3.6,5.9,1.4,4.5,3.37,High
1933,9.6,1.6,8.1,3.7,1.0,3.46,High
361,8.1,0.8,6.8,4.7,3.6,3.19,High
1176,5.7,3.3,5.8,1.8,7.4,3.04,High
509,8.0,1.2,5.7,3.9,5.2,3.03,High
530,7.7,1.7,5.2,1.0,8.4,3.43,High
742,7.0,0.7,5.8,5.0,5.5,3.09,High
228,6.7,2.5,5.2,5.2,4.4,2.86,High
337,9.5,3.8,8.9,0.6,1.2,3.3,High
366,9.0,0.4,7.9,2.9,3.8,3.6,High
821,9.4,2.3,6.7,4.5,1.1,3.25,High
443,9.1,3.8,9.1,0.0,2.0,3.27,High
773,8.4,1.1,5.4,6.0,3.1,3.44,High
1549,8.4,0.3,7.0,5.8,2.5,2.9,High
1588,9.1,2.2,5.9,2.8,4.0,3.33,High
1812,6.9,1.9,5.4,3.7,6.1,3.05,High
1534,8.5,0.1,9.4,0.8,5.2,3.25,High
1779,8.2,3.9,6.6,2.4,2.9,3.32,High
237,9.3,3.1,8.9,2.3,0.4,3.52,High
1229,7.8,0.5,5.6,3.2,6.9,3.36,High
745,9.4,3.7,9.6,0.8,0.5,3.16,High
1559,9.4,1.6,6.7,1.2,5.1,3.11,High
520,8.9,1.8,7.0,1.8,4.5,3.38,High
520,8.9,1.8,7.0,1.8,4.5,3.38,High
