utterance,frame,coefficient1,coefficient2,coefficient3,coefficient4,coefficient5,coefficient6,coefficient7,coefficient8,coefficient9,coefficient10,coefficient11,coefficient12,speaker
24,18,0.852094,-1.271376,0.637856,-0.116258,0.095321,-0.030882,-0.13679,-0.269337,-0.511489,-0.048389,0.080465,-0.0732,6
15,2,1.268083,-0.791996,0.506923,-0.435747,-0.321197,-0.26936,0.212913,0.034504,-0.430484,-0.074027,-0.079379,-0.038774,6
1,4,1.369715,-1.043369,0.561381,-0.448128,-0.401298,-0.16924,0.152889,-0.056636,-0.458082,-0.085293,-0.002576,0.004894,6
5,16,1.004419,-0.993125,0.727944,0.173976,0.205145,-0.19813,-0.206769,-0.280122,-0.346799,0.06717,0.012436,-0.144797,6
13,8,1.166136,-1.311131,0.645109,-0.283203,-0.087247,0.050972,-0.086388,-0.175643,-0.526566,-0.188396,0.122335,0.006427,6
6,13,1.097178,-1.300952,0.604672,0.217458,0.122077,-0.163317,-0.13383,-0.298689,-0.399446,0.028682,0.011797,-0.148371,6
3,3,1.277078,-0.714258,0.490018,-0.232486,-0.525238,-0.2221,0.20759,-0.038779,-0.333275,-0.129593,0.001918,-0.017275,6
26,13,1.126969,-1.2948,0.570054,0.040193,0.048719,-0.146305,-0.124812,-0.18584,-0.519575,-0.084449,0.130188,-0.075355,6
12,12,1.198083,-1.043834,0.553767,0.034779,0.167623,-0.009704,-0.104611,-0.27562,-0.463951,0.007282,0.069956,-0.126327,6
22,13,1.084918,-0.881454,0.631287,-0.407865,0.10982,0.025172,-0.108719,-0.158558,-0.527175,-0.103639,0.10157,0.008319,6
2,11,1.629553,-0.729641,0.377582,0.170569,0.191586,-0.218477,-0.011226,-0.175352,-0.45245,-0.187757,-0.001561,0.138895,6
21,4,0.864052,-0.888456,0.712101,-0.583244,-0.281598,0.001891,0.175111,-0.110015,-0.436481,-0.117898,-0.109519,0.029713,6
6,13,1.285735,-0.952388,0.435284,0.195282,0.036145,-0.154922,-0.045671,-0.318172,-0.430082,-0.108865,0.068875,0.073743,6
4,11,1.555553,-0.541,0.239064,-0.010042,0.191594,-0.292919,0.027822,-0.269125,-0.512567,-0.129704,0.046579,0.184112,6
2,14,1.326539,-0.703369,0.616039,0.253465,0.304666,-0.29404,-0.094796,-0.213522,-0.440858,0.047296,0.011252,-0.092023,6
23,13,0.964237,-1.037881,0.578177,0.052143,0.216898,-0.173997,-0.204597,-0.25351,-0.464574,0.02301,0.069784,-0.118261,6
28,1,1.256069,-0.526357,0.466377,-0.612471,-0.292177,-0.164393,0.175305,-0.030676,-0.37889,-0.035565,-0.138636,-0.087781,6
11,14,0.894965,-1.200602,0.577637,0.043462,0.150905,-0.121947,-0.04316,-0.246518,-0.468924,-0.038384,0.005107,-0.019132,6
7,9,1.140564,-0.909721,0.530171,-0.327382,0.051565,-0.063895,0.060564,-0.029019,-0.555655,-0.209852,0.019025,0.078057,6
21,11,0.947893,-1.139863,0.678234,-0.175902,0.141149,0.019074,-0.153029,-0.265024,-0.507352,-0.045945,0.043998,-0.083725,6
3,16,0.997014,-0.909116,0.504625,0.197257,0.313204,-0.214501,-0.223222,-0.214505,-0.272577,0.006797,-0.018184,-0.151839,6
14,5,1.398381,-0.786492,0.492452,-0.455969,-0.266664,-0.269141,0.144285,0.010743,-0.473878,-0.153278,-0.059268,0.035373,6
22,10,1.015742,-1.438532,0.745623,-0.097464,-0.025198,0.012593,-0.199062,-0.246622,-0.455209,-0.120688,0.113733,-0.098037,6
5,2,1.4305,-0.682263,0.446907,-0.169684,-0.136181,-0.290573,0.248924,0.006536,-0.446507,-0.006462,-0.008788,-0.04707,6
10,13,1.174196,-1.043666,0.550358,-0.062227,0.054113,-0.128864,0.001778,-0.317578,-0.521254,-0.003478,0.018378,0.02778,6
8,9,1.133543,-0.829893,0.582524,-0.152822,-0.08883,-0.085014,-0.018554,-0.147506,-0.477668,-0.241176,0.070996,0.157854,6
4,9,1.093941,-1.087381,0.400928,-0.197998,-0.059613,-0.211224,0.029657,-0.132604,-0.536946,-0.124454,0.059367,0.086334,6
5,14,1.018673,-1.026106,0.726705,0.128842,0.191259,-0.157903,-0.21861,-0.250353,-0.406701,0.017336,0.075071,-0.106081,6
16,7,1.213177,-0.724959,0.705807,-0.393058,-0.067878,-0.081048,0.008386,0.042743,-0.543918,-0.26527,0.047879,0.003413,6
19,5,1.151608,-0.510277,0.691506,-0.373269,-0.183261,-0.137026,0.242693,-0.161221,-0.489223,-0.093275,-0.148117,0.082958,6
13,3,1.386109,-1.208225,0.650846,-0.171221,-0.612767,-0.087554,0.232853,-0.122666,-0.409642,-0.131985,0.024247,-0.059476,6
21,9,0.987194,-1.03451,0.632073,-0.197158,0.164917,0.00245,-0.10165,-0.241471,-0.508532,-0.068177,0.020144,0.018206,6
4,1,1.219808,-0.228764,0.703155,-0.331165,-0.388024,-0.412572,0.292996,-0.24003,-0.3225,0.105597,-0.07784,0.059854,6
24,6,1.071542,-0.953312,0.714142,-0.386054,-0.234379,-0.07743,0.077866,-0.049628,-0.446999,-0.253104,-0.105461,0.042403,6
16,2,1.622002,-0.571531,0.331708,-0.403836,-0.137233,-0.300863,0.142569,0.004702,-0.481258,-0.156817,-0.078342,0.06046,6
17,10,1.349196,-0.751511,0.308052,-0.183281,0.229138,-0.168975,-0.001578,-0.145555,-0.534696,-0.106812,-0.014855,0.083367,6
4,9,1.687347,-0.729438,0.253854,0.063705,0.060012,-0.337822,0.083503,-0.122032,-0.533888,-0.152687,0.085572,0.164785,6
1,10,1.120789,-1.21742,0.445953,-0.331399,0.034313,-0.043215,-0.112582,-0.172958,-0.476005,-0.14909,0.047781,0.116452,6
13,6,1.120028,-1.215193,0.614607,-0.40579,-0.142715,-0.006355,0.008872,-0.102461,-0.55324,-0.16904,0.065837,-0.011259,6
6,10,1.369186,-0.90096,0.394997,0.173281,0.186336,-0.216715,-0.046238,-0.303261,-0.399764,0.009598,0.007693,-0.006636,6
21,10,1.033066,-0.975823,0.622951,-0.285471,-0.0204,-0.02651,0.046779,-0.190373,-0.577634,-0.11108,0.076646,0.082645,6
21,1,1.034653,-0.67631,0.497124,-0.523016,-0.066238,-0.190942,0.106408,-0.007786,-0.539378,-0.144293,-0.040289,0.020843,6
17,18,1.046857,-1.311115,0.680509,0.18575,0.25549,-0.204137,-0.236487,-0.109916,-0.345942,0.00888,-0.00393,-0.21283,6
28,13,1.301663,-1.122131,0.596436,0.082245,0.043244,-0.026478,-0.09238,-0.297886,-0.437665,-0.080423,0.06567,-0.052089,6
16,9,1.047909,-0.677509,0.650338,-0.250373,0.170938,-0.081675,-0.09389,-0.010656,-0.528945,-0.262668,0.059184,0.089834,6
27,7,1.076546,-0.55557,0.643228,-0.361558,0.104745,-0.146838,-0.001351,-0.017327,-0.604904,-0.204557,0.060815,0.046093,6
24,14,0.740723,-1.090271,0.807756,0.016566,0.118379,-0.075239,-0.135928,-0.190924,-0.429563,-0.138141,-0.017253,-0.020647,6
18,11,1.287884,-0.412934,0.52418,-0.313651,0.028615,0.068264,-0.04368,-0.226185,-0.566543,-0.119602,0.158485,-0.049367,6
13,18,0.969876,-1.852765,0.630921,0.424528,-0.161527,-0.027159,-0.103705,-0.37396,-0.382033,-0.07614,0.116788,-0.069894,6
12,3,1.492029,-0.743624,0.703005,-0.605173,-0.461364,-0.081685,0.201122,-0.02822,-0.41709,-0.040212,-0.092803,-0.124595,6
30,13,1.331593,-1.243777,0.69626,0.028462,0.028159,-0.053134,-0.159412,-0.231706,-0.422072,-0.091522,0.059937,-0.105762,6
21,18,0.261491,-0.204816,-0.031287,0.037047,0.636896,-0.086496,-0.11969,-0.30587,0.020695,-0.126672,-0.106019,0.056095,7
14,11,1.016415,-0.150885,-0.327467,-0.223203,0.351918,-0.029582,-0.11601,-0.31937,0.122343,-0.278586,-0.147104,0.079536,7
4,15,0.403286,-0.28882,0.029327,0.231738,0.524862,-0.044455,-0.12252,-0.351875,0.089907,-0.221178,-0.044241,0.071006,7
30,20,0.57612,0.09153,-0.334109,0.072278,0.574011,-0.120074,-0.097633,-0.226605,-0.044365,-0.275829,0.057111,0.022009,7
9,9,1.057944,-0.019077,-0.153857,-0.415058,0.258274,-0.057572,-0.118614,-0.180259,0.132834,-0.281487,-0.125807,0.180004,7
19,17,0.484794,-0.375572,0.041402,0.196776,0.614807,-0.119186,-0.179229,-0.307717,0.07101,-0.231418,-0.012254,-0.013542,7
9,1,1.595928,-0.409936,0.16469,-0.592553,-0.097061,-0.257119,-0.128961,-0.012669,0.211809,0.225053,-0.278909,-0.013519,7
17,6,0.863575,0.014045,-0.019188,-0.622597,0.485763,-0.043027,-0.221738,0.074946,0.024799,-0.131245,-0.127277,0.026748,7
27,5,1.087438,0.148945,-0.026443,-0.576753,0.22096,-0.313011,-0.105024,0.098252,0.063576,-0.061556,-0.122958,0.06668,7
22,13,0.753382,0.136994,-0.118474,-0.190466,0.578955,0.093962,-0.229612,-0.238083,-0.090711,-0.244023,0.073596,-0.01262,7
19,13,0.885486,-0.140541,-0.261054,-0.114529,0.515979,0.070979,-0.204858,-0.264723,0.103436,-0.342381,-0.006918,-0.003638,7
16,10,0.794426,0.25674,-0.2745,-0.188005,0.464989,0.101787,-0.090415,-0.3362,0.050328,-0.26149,0.097793,0.002298,7
2,22,0.347745,-0.339637,0.111979,0.04817,0.729397,-0.085499,-0.170475,-0.182723,-0.09352,-0.149979,-0.064489,0.044669,7
4,1,0.902153,0.123377,-0.038666,-0.742025,0.35075,-0.6093,-0.086326,0.24408,0.009915,0.031003,-0.248772,0.048195,7
2,17,0.59367,0.112973,-0.229806,-0.0887,0.585204,0.102645,-0.158723,-0.362668,0.05334,-0.258691,0.057682,0.081191,7
23,7,0.926426,0.031425,0.049082,-0.505619,0.457369,-0.255518,-0.148552,-0.013535,-0.012849,-0.046459,-0.108216,0.137738,7
9,15,0.694662,-0.237237,-0.048835,0.045111,0.438568,0.107709,-0.248873,-0.334405,0.073028,-0.270523,0.05555,0.097304,7
20,12,1.142966,-0.275386,-0.09102,-0.378542,0.586969,0.187486,-0.151172,-0.382026,0.046755,-0.225449,-0.203187,0.130574,7
10,7,0.240954,0.19523,0.330976,-0.643625,0.478077,0.02857,-0.105401,-0.19881,-0.171915,-0.12606,0.00657,0.029987,7
16,12,0.756592,-0.040646,-0.176551,0.05265,0.385364,0.097028,-0.097734,-0.355945,0.049887,-0.281221,0.078369,0.034836,7
5,6,0.641655,0.034788,-0.034573,-0.148537,0.508694,0.125949,-0.152342,-0.450224,0.233944,-0.207409,-0.099585,0.090318,7
15,4,1.125299,0.081193,-0.020029,-0.452912,0.027025,-0.211492,-0.100367,-0.114208,0.34846,-0.184508,-0.169164,0.132919,7
4,11,0.351058,0.136234,-0.239619,-0.078564,0.618622,-0.017526,-0.242059,-0.294022,0.144256,-0.293782,0.08124,0.029821,7
23,7,0.827179,0.436747,-0.412346,-0.640853,0.291843,-0.506314,0.084091,0.020282,-0.033032,-0.085475,-0.138138,0.038901,7
30,7,0.638463,0.535166,-0.16466,-0.552445,0.387689,-0.444158,-0.126285,0.025662,0.150638,-0.084638,-0.098165,-0.040921,7
28,12,0.900578,0.151465,-0.345734,-0.371785,0.577281,-0.215028,-0.082908,-0.19507,-0.067403,-0.173848,-0.0665,0.114276,7
12,8,0.830802,0.392278,-0.220569,-0.533332,0.141774,-0.207904,-0.046733,0.011193,0.037707,-0.075405,-0.051165,0.020682,7
29,17,0.649207,-0.16672,-0.120127,0.014718,0.536532,0.005675,-0.230544,-0.322419,0.004896,-0.199469,-0.117216,0.063694,7
23,17,0.360949,-0.009355,-0.117809,-0.129905,0.761013,-0.1906,-0.109662,-0.137018,-0.266171,-0.044198,-0.093735,-0.017523,7
37,4,0.945759,0.245446,0.064593,-0.784968,0.289846,-0.490447,-0.312836,0.147921,0.152113,0.099675,-0.114662,-0.015183,7
13,7,1.121419,0.263271,-0.077006,-0.437653,0.245918,-0.09215,-0.095798,-0.180984,0.134539,-0.057826,-0.19564,0.040033,7
8,15,0.635638,-0.033882,0.003589,-0.094997,0.624946,-0.066238,-0.215864,-0.273403,-0.003114,-0.218561,-0.009649,0.047778,7
24,14,0.757176,-0.179744,-0.042652,-0.353612,0.556838,0.038071,-0.188814,-0.211253,-0.03336,-0.264873,-0.071104,0.05767,7
17,1,0.592573,0.035194,-0.08479,-0.612506,0.148048,-0.558844,-0.034797,0.231259,0.065484,-0.121961,-0.183969,0.111025,7
4,9,0.571664,-0.308216,-0.139263,0.021068,0.324743,0.082301,-0.260527,-0.283588,0.14452,-0.370995,-0.019982,0.136709,7
21,3,0.543753,0.318252,0.084055,-0.595738,0.397616,-0.490191,-0.118854,0.001631,-0.052919,0.076065,-0.044914,0.062089,7
26,12,0.489456,-0.358623,0.017798,-0.032924,0.394762,-0.069642,-0.000942,-0.292631,0.01683,-0.288468,-0.031463,0.115953,7
3,1,0.730195,-0.204716,-0.15991,-0.493037,0.096264,-0.277894,-0.134821,-0.030484,0.227274,-0.250995,-0.106156,0.132879,7
4,6,0.795146,-0.06611,-0.159162,-0.176872,0.204117,-0.068879,-0.15223,-0.224201,0.167468,-0.424116,-0.092585,0.193705,7
20,6,0.819351,0.01808,0.215875,-0.420788,0.470766,-0.149794,-0.160523,-0.047464,-0.048608,-0.152721,-0.062796,0.148736,7
30,15,0.596055,0.03461,0.040401,-0.134541,0.589234,0.023111,-0.080503,-0.320555,-0.036678,-0.175279,-0.046891,0.101841,7
28,2,1.013873,0.045421,0.001047,-0.649593,0.189235,-0.441145,-0.272909,0.082737,0.220588,-0.031103,-0.110823,0.04714,7
6,2,0.815066,0.092896,-0.033353,-0.502088,0.187781,-0.169079,-0.169889,-0.028085,0.122192,-0.209386,-0.244018,0.111921,7
8,3,1.185077,0.089301,0.043516,-0.582752,0.260359,-0.103071,-0.053916,-0.107239,0.165453,-0.270964,-0.126409,0.225688,7
7,10,0.776777,0.204795,-0.206386,-0.284199,0.197523,0.089725,-0.124193,-0.33388,0.193546,-0.339024,0.012246,0.044273,7
29,13,0.66155,0.083943,-0.221709,-0.247792,0.549455,-0.033832,-0.153152,-0.274721,0.016348,-0.172545,-0.086901,0.071207,7
1,6,0.436892,0.091719,-0.337956,-0.141598,0.366657,0.055313,-0.193648,-0.296791,0.155452,-0.388759,0.076037,0.001577,7
28,14,0.633797,-0.152394,-0.091558,-0.014062,0.499762,-0.05818,-0.092786,-0.280786,0.045275,-0.335629,0.027218,0.092527,7
27,1,1.148698,-0.275565,-0.027874,-0.639747,0.041958,-0.357154,-0.116872,0.016752,0.201649,-0.070203,-0.226344,0.146297,7
7,16,0.534509,-0.222463,0.080409,0.196957,0.400351,0.04956,-0.111527,-0.319572,0.12667,-0.259622,0.006396,0.075474,7
19,16,0.901821,-0.250044,0.001684,-0.055728,0.478357,0.114666,-0.144226,-0.400037,0.066624,-0.253967,-0.039518,0.120776,7
6,3,0.827732,0.004193,-0.000766,-0.438866,0.244212,-0.204273,-0.127778,-0.066106,0.059227,-0.185761,-0.253313,0.17566,7
40,13,0.582742,0.398618,0.07087,-0.484602,0.436593,-0.079809,0.162181,-0.16835,-0.213107,-0.085286,-0.14576,0.099305,7
16,8,0.850136,0.166634,-0.263079,-0.401595,0.428909,0.007183,-0.03225,-0.219123,-0.002376,-0.204709,-0.07783,0.09798,7
18,7,1.31029,0.035203,0.088331,-0.743101,0.371487,-0.170122,-0.100883,0.075945,-0.093404,-0.031289,-0.25242,0.002891,7
18,13,0.517596,0.068913,0.070357,-0.260412,0.660171,0.126027,-0.128204,-0.281524,-0.049008,-0.168266,-0.011967,0.128103,7
7,1,0.703713,0.306394,-0.196537,-0.436165,0.06201,-0.583281,-0.161898,0.0053,0.208565,0.073781,-0.144255,0.051012,7
40,4,1.281469,0.146138,0.415026,-0.534669,-0.039824,-0.191125,-0.338235,0.035987,0.187875,0.120809,-0.113712,0.022961,7
29,3,0.897155,0.24417,-0.256142,-0.565692,0.009753,-0.058148,-0.256688,-0.095497,0.308622,-0.214813,0.083151,-0.019554,7
7,7,1.014535,0.102065,-0.15473,-0.519289,0.115894,-0.10738,-0.070462,-0.057929,0.054918,-0.156508,-0.161515,0.070649,7
40,14,0.522007,0.36499,0.015906,-0.225242,0.377177,-0.061058,0.122648,-0.205985,-0.141132,-0.213969,-0.02087,0.040542,7
20,1,1.882421,-0.290616,0.32088,-0.722098,0.036163,-0.150788,-0.288689,0.07027,0.123966,0.092284,-0.180384,-0.074946,7
2,8,0.875748,-0.186202,-0.075255,-0.25034,0.481669,-0.220148,-0.176695,0.035322,-0.066948,-0.153697,-0.113877,0.105832,7
16,6,1.066064,0.177184,-0.257697,-0.397257,0.295133,0.093822,-0.137048,-0.236553,0.18941,-0.28539,-0.096264,0.008172,7
37,2,0.918156,0.003947,0.240874,-0.787581,0.214622,-0.440595,-0.334987,0.171972,0.093092,0.024471,-0.087705,0.025018,7
17,3,0.60409,0.07047,-0.305673,-0.55767,0.283808,-0.515099,0.011247,0.074397,0.080597,-0.121882,-0.206378,0.098104,7
32,16,0.455306,-0.29016,0.153808,0.145779,0.598266,-0.136647,-0.005652,-0.222793,-0.043202,-0.210288,-0.114134,0.092996,7
4,11,0.125687,-0.327146,0.000673,0.008989,0.535955,0.017411,-0.309337,-0.19829,0.064197,-0.269013,-0.020377,0.056528,7
28,4,1.126987,0.188635,-0.1407,-0.688295,0.315665,-0.425945,-0.160922,0.064317,0.060876,0.056683,-0.160936,0.034628,7
13,3,1.323329,0.065829,0.058051,-0.604627,0.231969,-0.219829,-0.205612,0.027793,0.125151,0.024491,-0.194507,-0.034407,7
12,15,0.733068,-0.001347,-0.24271,-0.312746,0.349113,0.036849,-0.040773,-0.235751,-0.000526,-0.283642,0.019444,0.077892,7
33,1,0.745149,0.395069,0.110389,-0.728061,0.249064,-0.591363,-0.09114,0.209441,-0.008686,-0.042748,-0.133001,-0.003555,7
35,7,0.827312,0.355052,-0.142377,-0.504146,0.297229,-0.029937,-0.122182,-0.178908,0.086958,-0.225651,-0.007831,0.073231,7
22,14,0.680514,-0.025516,0.049524,-0.147358,0.596022,-0.017949,-0.18968,-0.189825,-0.117762,-0.168594,-0.014792,0.018786,7
12,14,0.618433,0.132479,0.023559,-0.11157,0.699591,-0.029852,-0.193039,-0.286375,-0.048402,-0.130452,0.015997,-0.022381,7
24,13,0.354655,-0.004691,-0.272872,0.027597,0.680093,-0.157314,-0.136646,-0.293551,0.040739,-0.185243,-0.024092,0.102662,7
13,14,1.125552,-0.177788,-0.14411,-0.080991,0.536563,0.0414,0.055871,-0.459455,0.003831,-0.088969,-0.179241,0.161472,7
11,1,0.716836,0.103005,0.020043,-0.608663,0.131365,-0.50103,-0.2229,0.040351,0.145841,0.053422,-0.162706,0.063287,7
19,2,1.159146,-0.337269,0.062815,-0.647862,0.125264,-0.377953,-0.184995,0.052984,0.101924,0.134217,-0.309395,0.018588,7
6,13,0.471451,-0.366159,0.012212,0.157539,0.58091,-0.015925,-0.26606,-0.380531,0.096134,-0.18225,-0.036423,0.03786,7
4,3,0.627705,0.167462,0.061156,-0.636077,0.238338,-0.387392,-0.160236,0.180512,0.173535,-0.089087,-0.271151,0.140432,7
28,3,1.342135,0.215069,-0.197424,-0.720883,0.325589,-0.482961,-0.205722,0.040871,0.05789,0.104525,-0.13058,0.002059,7
9,7,1.377305,-0.29036,-0.158453,-0.614178,0.15073,0.038754,-0.223702,-0.151553,0.163728,-0.155615,-0.159846,0.076593,7
4,4,0.813866,-0.128307,-0.034177,-0.400103,0.096607,-0.173686,-0.05689,-0.11376,0.197117,-0.304722,-0.273238,0.20011,7
21,17,0.2591,-0.136032,-0.118897,0.015293,0.5766,-0.069504,-0.071164,-0.34887,0.012129,-0.178426,-0.088428,0.075651,7
28,13,0.613207,-0.012408,-0.079121,-0.160068,0.443726,0.035501,-0.05742,-0.375543,0.000229,-0.242238,-0.001582,0.11502,7
15,2,1.05021,-0.668841,-0.172436,-0.493455,0.194522,-0.265686,-0.30996,0.128396,-0.018775,-0.052558,-0.139191,-0.145113,7
12,10,0.954892,0.242844,-0.333114,-0.188131,0.573485,-0.114928,-0.102784,-0.280584,-0.081329,-0.110531,0.001437,0.068935,7
25,2,1.410495,-0.342695,0.121286,-0.671474,0.040737,-0.249933,-0.170363,-0.033595,0.093331,0.166086,-0.263622,-0.000876,7
4,16,0.419164,-0.349052,0.097237,0.309367,0.450941,-0.061245,-0.094968,-0.343055,0.096372,-0.249291,-0.039222,0.079409,7
11,9,0.851238,0.298965,-0.269567,-0.278499,0.315403,0.115375,-0.232405,-0.220585,0.095945,-0.366434,0.239757,-0.052248,7
14,1,1.183498,-0.057054,-0.08568,-0.392438,0.017563,-0.450217,-0.120485,0.001754,0.234762,0.017001,-0.200041,-0.000179,7
4,13,0.417844,-0.127413,-0.081788,0.128534,0.513444,-0.080386,-0.076521,-0.338347,0.012412,-0.160086,-0.071202,0.159135,7
35,10,0.883116,0.193263,0.024409,-0.383705,0.363352,-0.02114,-0.008456,-0.268084,-0.029814,-0.095075,-0.168161,0.142099,7
13,13,0.525848,-0.310134,0.117411,-0.272745,0.456691,0.038536,-0.144148,-0.22517,-0.086001,-0.208875,-0.00964,0.143639,7
9,16,0.698632,-0.247022,-0.028292,0.099093,0.428761,0.096403,-0.280441,-0.346294,0.155164,-0.322611,0.073573,0.083447,7
38,11,0.667376,0.135848,-0.162652,-0.27699,0.494113,0.114598,-0.005234,-0.392603,0.063629,-0.136459,-0.011942,0.181644,7
6,6,0.856404,-0.136714,0.288482,-0.615342,0.005861,-0.117167,-0.157958,0.058649,0.030243,-0.177854,-0.179237,0.189393,7
14,2,1.741396,-0.443475,0.048935,-0.639774,0.025354,-0.24636,-0.200514,-0.119185,0.16578,0.088754,-0.305405,0.117065,7
6,4,1.09559,-0.147706,0.088658,-0.627827,0.104575,-0.41991,-0.104858,0.124009,0.070925,-0.091796,-0.244149,0.133406,7
15,5,1.002566,0.099462,0.009276,-0.548991,0.088565,-0.094387,-0.103712,-0.145437,0.282817,-0.21009,-0.148787,0.167673,7
26,3,1.047498,-0.11727,0.046959,-0.756861,0.26311,-0.205436,-0.192424,0.163346,0.029558,-0.081755,-0.146513,0.066756,7
6,12,0.415948,-0.300256,0.024993,0.048239,0.665488,-0.003795,-0.297162,-0.385082,0.06757,-0.128309,-0.062682,0.047087,7
25,4,1.465483,-0.317448,0.024134,-0.714462,0.130419,-0.12181,-0.191269,-0.03971,0.092859,0.094682,-0.248363,0.004678,7
37,19,0.733317,0.1472,-0.111998,-0.492796,0.559507,-0.10381,-0.229966,-0.097398,-0.096267,-0.163842,-0.030917,0.021102,7
18,15,0.94741,0.004727,-0.108798,-0.236206,0.826593,-0.045123,-0.151883,-0.301528,-0.060743,-0.123224,-0.137261,0.065938,7
16,2,1.091056,0.131367,0.045224,-0.623343,-0.021591,-0.167412,-0.001009,-0.077438,0.235569,0.024508,-0.273085,0.138323,7
13,19,0.185369,-0.542501,0.338006,0.034883,0.549327,-0.046822,-0.178547,-0.184684,-0.060672,-0.20155,-0.053265,0.044061,7
12,4,0.88182,0.305332,-0.295018,-0.549411,0.133639,-0.479983,0.104801,0.038078,0.007494,-0.120614,-0.137542,0.137681,7
3,4,0.222734,0.060194,-0.043308,-0.224242,0.323864,-0.134606,-0.117325,-0.089845,-0.036418,-0.313561,-0.067614,0.221052,7
6,3,1.162422,-0.231121,0.174308,-0.590169,-0.037654,-0.451904,-0.107628,0.140492,0.116039,-0.065414,-0.215855,0.143814,7
27,11,0.977839,0.181713,-0.237582,-0.462243,0.526345,-0.075377,-0.064676,-0.204223,-0.05459,-0.134946,-0.00145,0.112483,7
27,12,1.065827,-0.502086,0.022145,-0.050599,0.360611,0.00372,-0.222386,-0.234254,-0.016693,-0.337178,-0.01774,0.183957,7
22,3,0.780095,0.424425,-0.031369,-0.502411,0.30311,-0.512961,-0.165169,0.039265,0.213431,-0.041086,-0.04959,0.072301,7
32,5,0.58109,0.372854,-0.342745,-0.302878,0.550035,-0.198098,-0.034701,-0.125352,-0.083606,-0.171896,-0.090562,0.015004,7
21,12,0.657121,-0.015517,-0.247382,-0.413538,0.645928,-0.175473,-0.064957,-0.050903,-0.141633,-0.169009,-0.220772,-0.020797,7
19,12,0.689681,-0.139617,-0.27392,-0.197981,0.630226,-0.026838,-0.102532,-0.385836,-0.044539,-0.167941,-0.049463,0.076542,7
18,11,1.367439,-0.061215,-0.065244,-0.521582,0.546403,0.000114,-0.120312,-0.151882,-0.049143,-0.197676,-0.183857,0.103925,7
27,9,1.164519,-0.255571,-0.123333,-0.427155,0.560323,-0.117942,-0.207762,-0.201824,-0.077246,-0.175032,-0.119584,0.152642,7
13,4,1.437674,-0.17565,0.183853,-0.523521,0.094097,-0.046512,-0.24437,-0.055487,0.193996,0.032223,-0.26525,-0.032747,7
23,10,0.753307,0.227116,0.032467,-0.519814,0.453567,-0.073957,-0.152227,-0.091439,-0.019238,-0.056473,-0.060002,0.069079,7
16,16,0.609769,-0.178244,0.118844,0.174275,0.631433,0.005875,-0.04803,-0.426082,0.095144,-0.11351,-0.027387,0.120258,7
18,10,0.594499,0.231943,-0.092515,-0.362733,0.410065,0.172741,-0.079297,-0.326046,0.009645,-0.37089,0.092735,0.140717,7
26,5,0.819163,0.062087,-0.264199,-0.530049,0.263641,-0.106263,-0.073006,-0.093455,0.095851,-0.331449,-0.013505,0.063562,7
11,5,1.171689,-0.014231,0.163959,-0.770849,0.282594,0.030077,-0.220827,0.004081,-0.070923,-0.155062,0.029465,0.156457,7
18,2,1.485649,-0.005289,0.178911,-0.679359,0.184535,-0.373757,-0.201366,0.182236,0.060292,0.052892,-0.178975,-0.025589,7
17,7,0.756104,-0.254006,-0.201094,-0.486141,0.459778,-0.289391,-0.14791,-0.04549,-0.011919,-0.212284,-0.121412,0.16379,7
17,14,0.501877,-0.189825,0.063814,-0.114845,0.686259,0.08915,-0.195499,-0.300628,0.051787,-0.144826,0.032952,0.103472,7
3,1,0.256892,0.340879,-0.228636,-0.388484,0.336766,-0.214212,0.004274,-0.054614,-0.084081,-0.245729,0.010891,0.163081,7
18,5,1.204798,-0.003221,0.240996,-0.836071,0.290185,-0.057459,-0.315161,0.115114,-0.046448,-0.082593,-0.064313,-0.044005,7
2,7,0.877874,-0.154097,0.074888,-0.407528,0.350877,-0.100082,-0.192568,0.076126,0.037061,-0.309518,-0.06804,0.158784,7
18,20,0.206025,-0.119103,0.473683,0.03156,0.683964,0.013991,-0.10924,-0.109298,-0.166546,-0.18486,0.067814,0.091922,7
39,9,0.77589,-0.051652,-0.047312,-0.657869,0.50425,-0.028916,-0.128481,-0.039706,-0.093464,-0.150049,-0.15928,0.024544,7
23,16,0.373671,0.040409,-0.310931,-0.108916,0.789702,-0.264461,-0.071768,-0.168409,-0.218476,-0.094218,-0.126876,0.013158,7
24,7,0.719017,0.095717,-0.163319,-0.382529,0.313921,-0.142356,-0.154534,-0.200361,0.189086,-0.16302,-0.101376,0.160452,7
11,20,0.528385,-0.107958,0.053873,0.015416,0.577099,-0.032083,-0.098971,-0.261075,-0.004431,-0.310102,0.11442,0.007618,7
9,4,1.502999,-0.281822,-0.072125,-0.572887,-0.003735,-0.142835,-0.129213,-0.144628,0.266105,0.095577,-0.255746,0.036975,7
29,1,0.932747,0.107527,0.002567,-0.629358,0.07769,-0.235301,-0.43064,0.124715,0.236563,-0.046978,0.018382,-0.079619,7
17,4,0.623492,0.004335,-0.258486,-0.572895,0.296901,-0.43829,-0.032275,0.050289,0.066054,-0.142644,-0.173782,0.109248,7
8,14,0.475899,0.061478,-0.32,-0.039319,0.373034,0.097619,-0.077577,-0.457756,0.190917,-0.197295,-0.076749,0.176271,7
