Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air_Quality
35.2,80.7,67.4,103.4,49.6,9.6,2.47,3.5,681,Hazardous
30.5,89.7,117.0,138.7,40.6,33.9,2.22,6.4,574,Hazardous
41.7,91.4,45.2,63.7,34.2,26.8,2.53,3.2,887,Hazardous
44.1,109.2,31.8,44.9,51.1,12.3,2.27,5.7,640,Hazardous
37.6,94.4,19.5,27.3,50.3,6.2,2.47,3.7,889,Hazardous
38.8,92.5,8.3,29.0,32.8,8.3,2.19,3.9,698,Hazardous
45.5,90.8,19.6,56.9,29.1,17.4,2.76,9.4,684,Hazardous
35.4,120.5,47.7,61.2,49.3,24.2,2.36,5.2,662,Hazardous
31.3,73.4,72.8,88.8,54.1,17.1,2.54,2.6,755,Hazardous
42.6,94.6,17.9,30.1,44.3,4.0,1.91,2.6,525,Hazardous
41.3,103.3,168.6,185.0,47.0,28.8,1.99,4.3,631,Hazardous
32.9,97.0,10.0,32.7,39.7,12.4,2.24,4.3,640,Hazardous
46.8,77.8,25.2,45.5,38.9,19.4,2.66,4.4,830,Hazardous
32.8,100.5,21.8,37.5,29.6,6.6,2.94,6.1,774,Hazardous
40.2,84.8,61.2,77.0,35.2,3.9,1.82,2.8,905,Hazardous
41.6,100.7,156.7,166.2,38.7,24.5,1.96,2.8,888,Hazardous
50.4,85.1,8.9,33.5,36.5,19.2,2.4,4.4,778,Hazardous
30.3,86.7,6.2,30.2,36.5,17.8,2.31,2.9,465,Hazardous
38.9,66.5,81.9,105.1,36.1,5.9,3.54,3.2,794,Hazardous
44.8,113.0,30.2,52.0,41.5,23.3,2.53,3.3,677,Hazardous
44.9,66.4,10.6,34.3,38.5,19.3,2.53,3.0,575,Hazardous
34.0,75.2,46.0,57.2,45.5,15.4,3.34,6.3,601,Hazardous
42.2,73.2,6.5,20.3,53.8,23.7,2.41,3.7,633,Hazardous
46.8,117.3,21.6,29.6,25.3,26.7,2.31,6.4,712,Hazardous
28.2,71.4,9.2,25.5,34.0,6.2,2.35,3.2,594,Hazardous
55.0,63.0,29.4,49.3,35.5,25.7,2.49,2.7,785,Hazardous
42.5,109.7,19.8,45.8,24.2,18.3,2.81,4.9,873,Hazardous
46.3,76.9,117.4,124.5,42.4,40.5,2.4,3.5,789,Hazardous
40.9,78.5,1.7,21.6,39.6,25.9,2.8,3.4,641,Hazardous
39.6,72.4,17.7,29.3,38.1,21.8,2.31,3.3,790,Hazardous
46.5,101.4,94.5,122.4,29.8,20.2,3.09,4.1,584,Hazardous
34.5,83.0,89.5,108.6,36.0,16.0,3.67,5.9,781,Hazardous
55.9,87.8,33.9,52.7,28.6,17.5,2.51,2.9,834,Hazardous
38.7,98.8,9.1,30.9,40.2,21.0,2.33,2.8,827,Hazardous
52.6,91.3,150.5,159.0,36.8,6.3,2.71,5.1,482,Hazardous
32.2,62.2,20.2,34.3,33.7,26.4,2.12,8.3,512,Hazardous
39.0,107.1,23.9,45.0,46.1,25.8,2.65,3.4,756,Hazardous
48.4,91.7,24.0,42.3,37.5,29.3,2.35,2.9,924,Hazardous
40.4,107.6,31.2,56.4,41.8,19.9,2.14,7.4,767,Hazardous
44.1,95.4,52.5,85.7,27.2,8.2,2.2,4.1,547,Hazardous
41.0,98.3,96.1,122.2,47.2,27.7,2.97,4.1,686,Hazardous
36.9,83.1,8.9,34.8,52.1,1.5,2.89,3.3,648,Hazardous
46.0,80.1,8.2,40.2,30.8,15.3,2.55,7.9,584,Hazardous
45.7,76.3,1.1,20.8,23.8,28.2,2.44,3.7,761,Hazardous
36.5,119.4,59.3,89.0,32.7,24.0,2.14,3.2,585,Hazardous
50.4,93.5,17.1,33.7,42.7,17.6,2.56,3.1,610,Hazardous
35.7,79.1,38.0,55.5,25.6,17.0,2.75,2.8,821,Hazardous
38.8,115.0,13.9,39.3,28.8,25.0,2.97,5.7,900,Hazardous
42.2,87.6,95.7,115.6,42.7,18.7,2.59,6.7,707,Hazardous
42.3,70.3,22.5,33.9,32.1,22.0,2.82,9.5,672,Hazardous
31.6,84.6,102.4,137.1,49.3,15.6,2.11,3.8,777,Hazardous
33.4,85.5,11.7,31.7,41.7,12.4,2.03,3.0,927,Hazardous
41.6,91.4,13.0,27.3,44.6,8.7,3.35,5.2,844,Hazardous
35.9,81.3,8.7,29.6,48.1,36.2,2.68,6.5,583,Hazardous
37.3,90.7,33.6,43.8,35.6,19.6,2.45,3.1,754,Hazardous
57.7,77.3,22.8,42.8,33.2,20.4,3.03,3.9,810,Hazardous
43.1,116.3,104.3,136.6,36.6,15.8,3.72,5.4,688,Hazardous
44.5,79.6,41.4,53.1,38.4,21.8,2.44,4.7,837,Hazardous
40.3,110.3,21.7,36.2,43.1,23.4,2.3,5.8,746,Hazardous
47.0,98.2,104.7,108.8,43.9,31.4,3.08,7.7,494,Hazardous
45.9,87.5,25.7,49.6,46.2,22.1,2.86,3.5,571,Hazardous
26.5,86.3,28.0,54.1,56.6,9.6,2.02,4.8,603,Hazardous
38.1,96.6,59.5,79.6,40.5,24.4,2.41,4.9,863,Hazardous
42.6,111.3,51.4,77.1,23.0,11.4,2.41,6.3,832,Hazardous
41.9,84.4,75.7,99.5,30.0,17.5,2.32,3.0,680,Hazardous
37.8,79.1,63.0,85.1,52.6,20.1,2.6,6.5,778,Hazardous
45.3,73.7,53.2,84.6,47.8,28.0,2.45,2.8,480,Hazardous
37.0,76.1,131.3,145.5,57.3,24.3,2.94,7.6,702,Hazardous
52.4,102.6,204.0,221.6,44.4,12.9,3.16,3.9,588,Hazardous
42.0,92.6,10.8,29.5,47.4,35.7,2.21,5.5,770,Hazardous
34.3,94.8,12.6,30.7,52.7,17.5,2.02,4.5,934,Hazardous
34.4,85.0,31.7,53.6,50.5,35.4,2.5,3.8,822,Hazardous
42.0,63.2,36.7,69.0,39.7,11.9,2.49,3.4,798,Hazardous
44.3,87.7,14.0,22.3,37.2,18.2,2.75,4.4,471,Hazardous
42.1,74.2,0.7,16.8,32.9,31.7,2.73,3.3,526,Hazardous
35.8,80.0,37.1,44.5,38.0,14.8,2.03,3.5,538,Hazardous
43.6,104.2,64.7,85.9,38.6,4.5,2.72,5.8,676,Hazardous
41.0,80.9,27.8,56.5,43.4,23.8,2.95,8.4,556,Hazardous
34.7,86.9,8.1,41.3,34.5,35.7,3.35,2.7,673,Hazardous
44.1,91.8,42.0,61.6,38.7,32.5,2.39,3.4,613,Hazardous
29.6,76.1,31.0,48.7,51.2,9.3,2.7,2.9,788,Hazardous
34.7,79.4,64.5,88.3,36.1,20.4,3.1,10.1,425,Hazardous
40.2,91.9,22.3,34.2,43.7,17.4,2.07,3.1,900,Hazardous
37.9,71.0,5.6,21.0,49.8,34.5,3.0,5.0,537,Hazardous
45.0,107.0,13.2,20.9,56.0,10.2,2.23,4.0,775,Hazardous
45.6,98.3,28.0,43.8,32.1,14.9,2.18,3.2,680,Hazardous
38.5,95.4,66.9,92.3,46.0,15.7,2.63,4.1,654,Hazardous
33.6,84.2,186.7,209.8,36.8,13.4,2.57,5.8,879,Hazardous
41.7,97.8,2.5,7.6,47.9,27.3,2.16,2.5,688,Hazardous
36.2,84.9,42.2,72.0,30.9,23.4,1.98,3.5,619,Hazardous
40.0,88.7,29.3,46.0,45.1,20.7,2.03,3.2,821,Hazardous
40.6,90.4,67.5,85.6,30.3,16.1,2.32,3.9,485,Hazardous
36.2,71.8,65.2,79.4,16.6,25.8,3.29,4.6,493,Hazardous
34.0,104.3,25.9,44.1,41.7,15.9,2.35,7.1,676,Hazardous
45.0,76.7,15.8,21.9,45.2,24.1,2.91,11.0,808,Hazardous
42.5,108.2,109.2,116.8,43.5,21.2,2.07,4.6,741,Hazardous
57.2,80.2,47.4,56.9,43.2,24.8,2.26,3.0,876,Hazardous
48.8,74.5,14.0,35.7,39.0,13.8,2.63,6.2,540,Hazardous
33.1,99.2,17.6,47.1,41.1,26.4,2.45,6.8,623,Hazardous
48.3,95.4,68.6,89.2,51.8,20.4,3.36,3.3,685,Hazardous
44.0,84.1,39.5,73.0,38.9,12.9,2.48,4.0,530,Hazardous
46.8,80.7,17.2,36.3,46.6,26.4,2.66,2.5,740,Hazardous
37.5,92.0,29.0,38.5,33.0,25.2,1.86,8.1,339,Poor
33.7,102.4,36.7,64.5,31.5,12.3,1.57,4.1,722,Poor
38.3,73.3,15.0,29.6,38.1,14.1,2.32,4.2,373,Poor
35.1,61.5,26.0,46.4,32.0,15.0,1.55,10.5,731,Poor
39.1,82.6,11.4,31.9,27.9,18.5,2.0,4.5,750,Poor
33.9,75.6,9.0,20.9,32.1,20.4,2.36,3.4,511,Poor
36.7,78.7,31.3,69.8,30.7,21.1,1.95,4.1,749,Poor
42.9,58.5,35.8,48.5,33.7,23.2,2.0,5.7,455,Poor
39.5,70.2,5.4,24.3,38.0,0.1,1.85,4.3,616,Poor
38.2,48.5,77.8,86.9,37.9,15.7,1.93,4.7,438,Poor
32.4,61.8,23.0,43.4,19.5,17.0,2.05,3.8,463,Poor
32.8,90.8,3.6,15.0,33.4,25.2,1.6,4.0,643,Poor
35.6,75.0,29.0,41.8,32.2,11.9,1.95,5.8,748,Poor
38.9,56.6,151.2,161.2,41.8,11.3,2.27,5.4,549,Poor
31.9,74.7,15.3,33.9,48.0,13.6,2.29,5.6,756,Poor
28.2,86.1,47.1,62.3,36.7,11.3,1.81,7.5,551,Poor
49.8,79.2,70.1,82.7,50.3,20.6,1.91,5.2,617,Poor
28.8,72.7,49.8,74.8,41.0,15.6,2.0,5.2,482,Poor
30.3,92.2,9.2,14.4,37.5,16.1,2.22,5.2,652,Poor
35.3,82.2,73.9,91.1,34.3,7.1,2.54,5.5,659,Poor
29.9,107.5,33.5,52.1,27.7,17.6,2.42,3.4,592,Poor
24.7,83.6,64.0,84.5,47.3,12.1,1.69,4.2,630,Poor
27.1,61.5,24.0,29.4,45.5,14.3,2.19,4.3,806,Poor
26.3,86.9,4.5,22.1,37.1,11.0,2.22,5.1,556,Poor
39.4,109.1,34.9,56.8,36.1,3.1,2.02,5.7,454,Poor
30.0,67.1,2.2,7.8,39.2,17.0,2.0,5.2,793,Poor
31.0,66.8,8.7,16.8,25.0,22.1,1.4,5.9,798,Poor
36.4,98.8,15.7,18.1,39.1,12.8,1.95,3.4,541,Poor
32.6,79.8,33.1,45.2,32.1,5.2,2.61,4.2,731,Poor
45.8,96.4,0.4,10.0,34.1,11.9,1.9,11.6,374,Poor
30.4,67.5,16.5,21.0,43.4,15.4,1.97,9.6,502,Poor
33.9,83.1,18.1,42.9,36.4,24.7,1.95,3.5,749,Poor
34.3,99.6,14.3,24.7,32.2,13.6,1.89,6.8,487,Poor
34.4,90.0,4.9,16.4,14.6,12.6,1.71,6.8,488,Poor
38.5,65.0,82.1,96.8,35.9,25.9,1.85,4.0,611,Poor
41.1,82.1,30.0,52.7,35.7,14.9,2.46,4.0,654,Poor
36.4,78.0,31.2,47.9,30.4,6.8,2.07,4.4,656,Poor
23.8,88.2,4.5,18.4,30.8,18.0,1.94,3.4,409,Poor
33.3,80.0,33.8,48.2,38.3,3.7,1.61,5.1,507,Poor
25.7,69.3,64.5,78.8,26.5,10.3,1.87,12.2,579,Poor
37.5,95.7,6.1,28.0,32.9,20.7,1.73,8.9,802,Poor
40.1,62.1,47.7,67.7,31.6,-4.1,2.54,4.9,570,Poor
31.5,55.4,50.2,68.7,31.5,6.0,2.13,4.4,529,Poor
28.9,67.7,39.3,52.7,22.6,12.4,2.15,4.1,550,Poor
35.7,82.0,40.5,57.9,25.3,13.6,2.14,7.7,614,Poor
33.2,90.6,42.9,57.2,22.4,13.0,2.44,7.5,497,Poor
31.6,95.2,157.5,180.0,38.8,28.7,2.0,3.6,571,Poor
25.3,88.7,50.1,65.4,39.0,16.6,1.98,5.1,696,Poor
41.0,67.4,11.3,26.7,28.3,21.9,2.04,5.5,493,Poor
40.8,98.7,100.8,114.1,48.7,8.7,2.09,4.4,395,Poor
29.5,83.3,82.2,107.5,25.3,29.0,2.41,5.2,401,Poor
26.7,74.2,38.5,62.5,40.2,12.4,2.01,4.2,802,Poor
42.5,80.9,33.3,44.4,34.1,11.1,2.28,4.2,682,Poor
33.4,63.9,6.2,10.6,35.0,15.7,1.84,5.2,471,Poor
41.5,68.2,3.4,15.4,24.5,6.4,1.38,4.8,748,Poor
29.5,83.3,4.7,22.7,35.9,14.7,2.97,5.2,631,Poor
34.7,61.0,9.4,29.9,22.0,18.7,1.7,5.8,466,Poor
24.7,64.9,17.3,37.0,27.2,14.9,1.48,5.5,453,Poor
38.0,70.6,100.0,117.5,32.4,7.0,2.4,4.1,477,Poor
30.8,92.2,50.1,67.5,25.3,23.5,2.41,7.0,573,Poor
37.0,100.4,19.8,34.2,32.7,15.8,2.18,3.9,745,Poor
42.7,63.3,82.1,103.4,45.4,29.3,2.26,7.4,747,Poor
35.9,66.6,27.1,49.5,36.3,15.9,1.91,5.3,426,Poor
42.8,78.6,31.8,44.5,32.4,26.0,1.98,3.8,598,Poor
38.5,79.8,70.6,88.1,36.1,9.8,1.86,4.6,565,Poor
36.7,82.4,9.6,18.8,27.3,23.2,1.7,4.3,598,Poor
32.5,74.3,5.0,18.7,32.3,15.5,1.83,4.8,769,Poor
36.3,106.3,62.3,75.6,27.1,19.5,2.08,5.0,682,Poor
31.5,71.1,20.4,35.1,39.2,10.9,2.11,10.5,562,Poor
34.5,80.8,10.6,18.6,32.1,18.4,2.37,6.4,763,Poor
34.3,77.6,6.9,14.1,29.1,17.0,1.87,5.4,694,Poor
42.1,74.0,3.9,21.4,34.4,20.7,1.69,3.7,611,Poor
32.2,103.1,31.8,39.9,34.3,7.3,1.58,4.9,402,Poor
33.6,99.4,63.4,72.4,29.6,10.8,1.68,5.0,581,Poor
41.2,85.9,3.4,21.2,39.6,8.4,2.27,3.5,689,Poor
44.2,101.0,2.6,10.2,30.3,24.3,1.91,3.5,408,Poor
25.5,68.4,54.1,64.4,30.8,0.7,1.81,5.7,671,Poor
31.6,102.7,80.5,96.9,35.0,1.7,2.0,4.4,630,Poor
32.9,84.6,4.3,1.9,29.8,3.9,1.87,4.0,723,Poor
30.9,89.0,7.3,30.9,37.3,6.8,2.21,4.4,660,Poor
35.4,71.3,6.3,19.7,34.4,19.2,2.35,5.4,714,Poor
40.6,85.2,31.6,44.8,30.5,19.0,2.66,4.5,554,Poor
39.8,78.5,21.5,41.4,32.3,29.5,2.5,5.8,790,Poor
31.3,65.1,26.0,33.8,27.3,22.0,2.01,4.4,631,Poor
36.7,44.6,2.4,5.8,28.8,18.1,1.63,8.7,502,Poor
34.7,97.6,6.1,19.6,23.1,19.6,2.12,6.4,596,Poor
34.6,97.6,52.6,69.2,33.1,11.4,2.2,4.6,537,Poor
39.2,83.5,17.6,36.2,27.7,19.4,1.74,3.5,480,Poor
42.3,96.6,4.3,16.1,37.7,3.2,2.44,3.4,421,Poor
37.3,68.2,4.3,20.8,40.3,20.0,2.01,5.4,681,Poor
30.3,76.3,9.2,20.7,38.4,17.2,1.61,3.6,726,Poor
30.8,62.2,11.8,37.1,29.1,17.0,1.91,4.4,629,Poor
40.5,100.2,65.0,81.4,39.1,17.1,1.6,5.9,553,Poor
28.6,91.5,61.2,82.7,39.5,7.5,1.97,4.6,639,Poor
31.1,78.4,51.7,67.9,35.6,17.5,2.24,5.6,488,Poor
37.2,80.5,35.6,44.6,34.2,24.1,2.17,6.3,607,Poor
38.2,63.5,63.5,77.9,32.4,6.8,2.3,5.0,458,Poor
21.0,90.0,57.9,74.0,19.4,17.1,1.93,3.7,498,Poor
43.3,59.3,62.2,74.7,33.0,19.2,2.44,3.6,801,Poor
36.3,57.5,15.0,34.4,36.2,17.1,2.36,3.7,446,Poor
37.2,91.9,0.1,14.3,39.2,21.2,1.6,3.5,435,Poor
35.1,64.8,106.3,125.3,28.2,15.6,2.24,7.2,762,Poor
30.4,60.8,57.8,78.2,37.7,13.7,1.79,3.8,631,Poor
38.6,111.4,9.9,20.0,36.3,22.5,1.74,7.5,591,Poor
43.0,65.1,21.8,47.5,25.1,23.8,1.7,4.6,569,Poor
34.8,71.8,43.9,67.2,42.7,25.6,2.39,14.3,501,Poor
33.8,86.2,0.4,12.2,31.1,3.2,2.06,3.7,618,Poor
34.7,74.0,22.5,23.7,40.4,17.1,2.49,5.2,523,Poor
28.0,76.0,14.1,25.0,28.4,4.2,2.3,4.6,740,Poor
30.2,77.4,9.5,26.4,20.9,10.8,2.29,3.7,648,Poor
41.2,93.0,24.2,44.3,33.9,12.6,2.09,5.3,732,Poor
41.9,68.4,15.5,26.3,29.2,18.5,1.4,4.5,387,Poor
22.7,77.3,71.0,77.5,40.1,9.6,1.63,3.5,608,Poor
30.8,85.5,18.6,44.4,31.0,8.1,2.25,4.0,770,Poor
38.6,80.8,52.5,73.9,38.4,27.2,2.16,4.2,707,Poor
44.0,70.6,23.0,42.3,35.2,17.2,1.79,3.5,726,Poor
32.5,89.0,12.2,34.2,38.7,13.5,1.88,5.3,688,Poor
36.8,79.1,1.7,14.1,37.1,19.1,2.17,4.0,659,Poor
31.5,70.3,19.9,38.8,21.8,6.3,1.95,6.3,707,Poor
31.6,77.8,12.3,18.1,31.8,8.9,1.72,3.8,590,Poor
37.1,105.9,2.5,17.2,28.3,14.5,1.63,5.5,501,Poor
36.0,95.2,7.0,21.6,36.2,13.8,1.75,4.5,564,Poor
36.0,70.9,67.7,75.3,24.9,24.7,2.13,8.3,458,Poor
32.8,58.9,30.1,52.0,33.6,22.4,1.73,3.4,476,Poor
32.0,84.4,30.3,39.1,40.4,21.2,1.99,6.2,454,Poor
31.9,93.9,32.7,44.6,38.8,16.7,2.52,3.4,564,Poor
34.0,64.2,14.6,32.3,47.4,8.8,1.47,5.1,434,Poor
35.5,95.0,31.6,52.5,24.3,13.6,2.34,4.3,478,Poor
36.1,77.3,40.8,50.4,23.1,13.1,2.04,5.2,615,Poor
40.0,88.6,4.5,25.7,31.0,20.5,2.11,4.6,709,Poor
20.4,92.4,1.0,19.5,36.5,22.6,2.62,9.0,494,Poor
36.6,71.0,5.0,28.2,26.2,26.7,1.93,4.7,523,Poor
35.4,78.9,3.9,15.7,33.5,15.8,1.97,4.9,695,Poor
26.1,82.7,19.9,37.5,36.7,12.0,1.5,4.3,706,Poor
39.7,59.7,51.4,60.1,23.1,16.7,1.94,3.9,484,Poor
36.0,70.7,69.5,78.1,29.1,16.2,2.28,7.2,420,Poor
30.2,86.5,6.2,20.8,35.9,18.1,2.03,4.8,420,Poor
42.7,70.1,123.7,128.1,28.7,2.4,1.89,4.2,765,Poor
29.5,77.2,27.9,44.4,26.3,23.1,1.68,7.7,586,Poor
27.6,73.0,9.8,18.7,29.8,19.9,1.62,4.6,705,Poor
31.6,97.6,85.9,101.9,45.0,25.8,1.82,7.4,804,Poor
44.2,79.7,4.9,23.6,34.4,18.1,1.76,4.1,724,Poor
32.3,64.2,13.8,31.8,24.2,17.8,1.51,9.0,478,Poor
32.8,73.6,18.6,39.5,21.4,12.2,2.21,4.4,590,Poor
28.9,52.9,59.1,77.8,41.6,18.4,2.05,8.8,601,Poor
31.2,72.8,2.2,11.3,25.6,12.6,1.88,3.9,432,Poor
28.2,90.6,17.2,27.5,32.3,17.4,2.07,9.1,680,Poor
39.1,84.8,4.6,19.1,33.3,5.9,2.11,5.1,620,Poor
32.8,99.6,2.2,8.0,33.6,21.5,1.92,5.5,664,Poor
37.9,67.4,57.9,71.0,21.3,12.3,1.89,4.1,824,Poor
33.7,83.3,10.2,32.2,33.6,27.7,2.53,11.9,541,Poor
32.3,91.2,1.7,15.7,33.5,7.2,2.33,7.2,535,Poor
40.1,80.2,36.5,49.6,30.0,8.0,2.13,3.7,468,Poor
32.2,59.9,29.3,38.6,32.9,18.3,2.14,6.0,563,Poor
27.3,75.6,2.1,7.7,24.4,14.2,2.12,6.7,665,Poor
35.3,92.3,13.3,24.1,32.6,10.4,1.87,4.0,623,Poor
38.9,77.5,5.2,25.6,43.7,15.4,2.32,4.2,610,Poor
27.2,88.6,7.1,26.7,36.6,16.7,2.39,9.9,442,Poor
37.1,72.4,60.3,68.4,35.5,14.0,2.17,3.4,580,Poor
36.5,81.1,14.2,34.5,37.1,11.8,1.91,4.3,610,Poor
30.4,64.0,9.3,10.3,35.0,4.9,1.57,5.6,708,Poor
35.8,72.9,6.2,33.2,23.9,16.7,2.0,3.6,552,Poor
43.2,64.6,31.2,48.6,36.7,14.7,2.3,3.4,540,Poor
26.8,88.6,16.0,28.5,44.6,19.1,2.13,6.7,484,Poor
37.1,97.7,11.7,27.3,31.4,17.8,1.87,9.6,675,Poor
39.3,94.3,8.0,31.4,47.5,19.8,1.79,4.1,827,Poor
52.3,74.5,14.9,24.0,29.7,19.3,1.78,3.6,515,Poor
36.1,70.2,19.1,37.6,27.8,20.7,2.21,3.9,454,Poor
37.7,83.0,109.4,119.8,43.1,11.3,1.64,6.1,614,Poor
32.8,63.6,33.1,54.9,33.0,19.6,1.48,4.7,655,Poor
33.6,51.9,55.3,62.7,36.2,1.0,2.41,5.6,403,Poor
33.5,96.2,22.1,41.0,41.6,15.7,2.17,4.4,596,Poor
31.3,80.6,19.6,32.6,31.8,3.6,2.53,3.3,662,Poor
41.2,93.9,12.4,31.2,31.3,18.7,2.16,5.5,568,Poor
37.5,87.0,43.4,58.7,43.7,21.8,1.79,8.2,484,Poor
36.5,86.5,19.9,32.8,33.3,12.4,2.14,4.0,623,Poor
33.5,82.9,21.9,45.6,37.1,20.9,1.72,4.7,591,Poor
39.1,66.8,9.7,21.2,34.1,5.4,2.33,6.6,679,Poor
34.9,84.1,1.5,20.1,22.5,2.5,2.15,3.6,646,Poor
45.4,82.6,12.9,29.4,41.6,14.1,2.29,5.1,841,Poor
32.0,95.2,28.6,41.8,38.3,23.0,2.11,6.4,435,Poor
37.2,87.6,1.3,14.3,32.3,1.1,1.7,3.4,663,Poor
27.1,75.8,61.2,83.7,31.3,19.7,1.79,5.3,592,Poor
37.0,61.2,44.2,56.1,21.1,5.7,1.76,9.8,465,Poor
37.3,91.6,28.9,30.2,34.7,8.9,2.11,3.9,754,Poor
31.0,75.0,8.9,17.1,30.1,5.3,1.72,3.7,531,Poor
38.3,78.7,4.5,16.8,35.0,12.9,1.93,7.4,451,Poor
34.0,68.2,5.4,10.2,47.2,12.8,2.16,3.9,725,Poor
32.3,77.3,28.8,54.3,21.8,11.2,2.21,5.0,478,Poor
39.3,79.2,30.6,44.5,34.0,22.1,2.02,4.6,619,Poor
29.4,73.1,9.4,13.7,38.5,5.1,1.59,3.8,438,Poor
29.8,55.1,15.4,27.0,28.8,20.8,1.69,6.5,602,Poor
30.9,92.5,24.3,29.7,34.9,18.0,1.64,9.1,678,Poor
28.3,72.7,56.8,70.2,34.4,10.3,1.75,5.1,486,Poor
36.4,82.7,19.7,36.6,39.2,15.9,1.72,9.0,782,Poor
34.8,75.2,8.9,28.9,32.5,16.6,1.8,7.1,517,Poor
34.0,83.2,19.3,39.1,45.1,21.0,2.28,9.9,496,Poor
33.7,83.2,1.6,25.2,34.3,12.0,2.59,6.2,551,Poor
27.2,82.5,18.7,37.1,32.5,14.5,1.96,4.5,544,Poor
36.7,81.2,17.3,37.3,32.9,17.5,1.9,4.0,445,Poor
37.3,98.6,68.4,85.3,37.5,16.9,2.34,9.0,695,Poor
35.5,91.0,13.1,17.2,20.7,15.1,1.99,5.4,597,Poor
26.4,76.1,36.5,40.9,31.7,15.2,2.09,6.8,472,Poor
35.1,65.7,26.8,41.9,32.5,21.7,1.92,5.6,571,Poor
36.1,81.4,44.9,50.8,33.5,15.6,1.42,5.3,660,Poor
36.0,97.3,11.0,20.8,28.5,20.7,1.87,3.9,795,Poor
41.3,85.7,66.1,93.4,40.0,16.4,1.29,3.5,424,Poor
39.3,77.8,60.6,78.3,23.8,10.9,2.74,6.2,665,Poor
37.6,87.7,13.4,32.0,30.3,13.1,2.41,7.9,825,Poor
29.8,90.6,5.0,34.0,35.8,9.8,1.78,10.6,492,Poor
33.4,86.5,169.2,194.7,48.7,4.6,2.36,6.5,737,Poor
32.4,93.5,31.6,45.9,32.9,13.6,2.15,6.6,482,Poor
36.0,70.2,12.5,41.9,30.7,16.0,1.79,4.6,624,Poor
39.1,73.5,69.8,82.4,33.6,19.4,1.88,3.6,557,Poor
40.4,79.3,29.1,43.9,31.1,18.0,1.85,6.6,615,Poor
39.7,85.9,67.6,88.8,21.3,22.3,1.9,4.5,616,Poor
43.4,88.4,35.6,48.0,39.4,14.4,1.78,4.6,639,Poor
38.9,83.7,26.5,48.9,44.0,14.6,1.83,3.8,645,Poor
33.4,85.5,55.9,60.9,36.0,10.2,1.64,3.7,698,Poor
34.6,87.2,42.1,70.1,38.0,18.3,1.41,10.3,471,Poor
35.0,80.2,11.9,24.4,30.4,14.1,1.71,4.5,617,Poor
39.5,82.8,68.1,80.4,33.8,23.0,2.75,5.7,679,Poor
46.7,65.7,102.5,122.1,43.7,6.9,1.9,3.9,556,Poor
39.1,82.4,24.3,49.8,28.2,11.5,2.03,8.5,818,Poor
37.6,81.0,11.8,29.5,39.5,22.3,2.32,3.8,616,Poor
33.2,80.5,11.1,24.4,32.0,15.3,1.69,4.9,535,Poor
39.3,59.7,78.3,94.6,42.2,17.3,2.19,3.5,582,Poor
35.8,87.2,5.2,15.7,45.1,23.3,1.63,4.7,809,Poor
37.8,70.3,16.7,29.9,35.9,22.1,2.16,4.1,529,Poor
34.4,71.7,44.0,54.6,30.6,25.9,2.41,3.4,595,Poor
29.9,72.8,59.1,70.0,24.4,26.2,1.97,6.7,465,Poor
26.8,90.0,40.8,65.7,33.3,24.0,2.55,10.8,672,Poor
45.7,100.1,2.0,21.9,31.0,10.0,2.0,4.3,477,Poor
34.0,82.8,173.2,190.0,26.4,14.1,2.3,7.7,613,Poor
32.1,73.6,39.4,54.8,39.5,6.8,2.0,4.2,493,Poor
22.8,83.4,28.2,42.9,42.6,9.8,1.71,4.5,818,Poor
37.2,94.4,20.8,37.1,29.5,10.8,1.66,8.3,531,Poor
33.2,93.9,21.3,32.2,36.2,21.8,2.35,5.5,714,Poor
41.9,81.3,11.4,23.3,31.2,11.5,1.98,5.5,459,Poor
38.4,66.6,15.2,36.5,39.2,14.5,1.86,4.2,497,Poor
37.6,81.2,28.1,56.6,46.7,13.7,1.85,4.1,560,Poor
47.3,75.6,75.8,92.0,36.3,17.4,1.76,5.0,503,Poor
40.0,70.3,47.8,56.7,32.4,25.1,1.71,5.5,348,Poor
27.2,88.1,12.8,31.5,23.5,14.0,1.94,3.4,576,Poor
38.5,83.8,19.5,31.0,28.0,14.3,2.22,7.3,443,Poor
38.0,70.0,108.8,132.1,23.3,21.9,2.28,8.1,616,Poor
35.5,100.3,3.2,22.2,38.7,16.2,1.74,7.9,717,Poor
31.0,76.0,64.6,88.8,43.9,4.1,2.35,4.9,804,Poor
40.1,61.7,2.3,17.0,31.4,21.5,2.13,4.8,788,Poor
29.2,77.7,35.4,36.1,37.1,17.9,2.24,6.6,571,Poor
36.2,95.0,9.8,31.8,34.3,24.1,2.12,6.9,681,Poor
39.5,98.6,93.8,104.7,31.7,11.5,2.31,6.2,713,Poor
32.1,90.5,51.8,69.9,26.6,22.3,1.57,3.4,782,Poor
28.9,87.5,13.4,37.1,34.3,8.9,1.9,8.0,612,Poor
27.8,96.1,4.5,31.9,39.5,0.7,1.99,4.5,614,Poor
34.8,70.4,28.9,46.6,35.7,14.4,1.61,4.1,805,Poor
40.6,76.8,39.2,60.7,33.0,18.6,1.85,3.4,686,Poor
31.7,95.3,42.1,64.9,30.4,13.0,2.14,4.3,595,Poor
31.3,102.2,15.4,33.6,29.6,21.0,1.88,4.1,466,Poor
